"Year","Keyword","x","Incidenceweight"
1994,"2,4,6-Trinitrotoluene (TNT)",3,"3-5"
1995,"2,4,6-Trinitrotoluene (TNT)",4,"3-5"
1996,"2,4,6-Trinitrotoluene (TNT)",5,"3-5"
1997,"2,4,6-Trinitrotoluene (TNT)",11,"11-20"
1998,"2,4,6-Trinitrotoluene (TNT)",15,"11-20"
1999,"2,4,6-Trinitrotoluene (TNT)",7,"6-10"
2000,"2,4,6-Trinitrotoluene (TNT)",6,"6-10"
2001,"2,4,6-Trinitrotoluene (TNT)",10,"6-10"
2002,"2,4,6-Trinitrotoluene (TNT)",19,"11-20"
2003,"2,4,6-Trinitrotoluene (TNT)",13,"11-20"
2004,"2,4,6-Trinitrotoluene (TNT)",26,"21-30"
2005,"2,4,6-Trinitrotoluene (TNT)",23,"21-30"
2006,"2,4,6-Trinitrotoluene (TNT)",23,"21-30"
2007,"2,4,6-Trinitrotoluene (TNT)",25,"21-30"
2008,"2,4,6-Trinitrotoluene (TNT)",35,"31-40"
2009,"2,4,6-Trinitrotoluene (TNT)",33,"31-40"
2010,"2,4,6-Trinitrotoluene (TNT)",44,"41-50"
2011,"2,4,6-Trinitrotoluene (TNT)",28,"21-30"
2012,"2,4,6-Trinitrotoluene (TNT)",30,"21-30"
2013,"2,4,6-Trinitrotoluene (TNT)",41,"41-50"
2014,"2,4,6-Trinitrotoluene (TNT)",38,"31-40"
2015,"2,4,6-Trinitrotoluene (TNT)",38,"31-40"
2016,"2,4,6-Trinitrotoluene (TNT)",36,"31-40"
2017,"2,4,6-Trinitrotoluene (TNT)",35,"31-40"
2018,"2,4,6-Trinitrotoluene (TNT)",32,"31-40"
2019,"2,4,6-Trinitrotoluene (TNT)",42,"41-50"
2020,"2,4,6-Trinitrotoluene (TNT)",30,"21-30"
2021,"2,4,6-Trinitrotoluene (TNT)",28,"21-30"
2022,"2,4,6-Trinitrotoluene (TNT)",21,"21-30"
2023,"2,4,6-Trinitrotoluene (TNT)",28,"21-30"
1995,"Aluminium (Al)",1,"1-2"
1996,"Aluminium (Al)",1,"1-2"
2001,"Aluminium (Al)",1,"1-2"
2003,"Aluminium (Al)",2,"1-2"
2004,"Aluminium (Al)",6,"6-10"
2005,"Aluminium (Al)",4,"3-5"
2006,"Aluminium (Al)",6,"6-10"
2007,"Aluminium (Al)",3,"3-5"
2008,"Aluminium (Al)",4,"3-5"
2009,"Aluminium (Al)",8,"6-10"
2010,"Aluminium (Al)",10,"6-10"
2011,"Aluminium (Al)",8,"6-10"
2012,"Aluminium (Al)",10,"6-10"
2013,"Aluminium (Al)",8,"6-10"
2014,"Aluminium (Al)",9,"6-10"
2015,"Aluminium (Al)",9,"6-10"
2016,"Aluminium (Al)",6,"6-10"
2017,"Aluminium (Al)",10,"6-10"
2018,"Aluminium (Al)",7,"6-10"
2019,"Aluminium (Al)",8,"6-10"
2020,"Aluminium (Al)",8,"6-10"
2021,"Aluminium (Al)",7,"6-10"
2022,"Aluminium (Al)",10,"6-10"
2023,"Aluminium (Al)",8,"6-10"
2001,"Aluminized Explosive",2,"1-2"
2002,"Aluminized Explosive",2,"1-2"
2003,"Aluminized Explosive",1,"1-2"
2005,"Aluminized Explosive",5,"3-5"
2006,"Aluminized Explosive",1,"1-2"
2007,"Aluminized Explosive",6,"6-10"
2008,"Aluminized Explosive",3,"3-5"
2009,"Aluminized Explosive",5,"3-5"
2010,"Aluminized Explosive",2,"1-2"
2011,"Aluminized Explosive",6,"6-10"
2012,"Aluminized Explosive",12,"11-20"
2013,"Aluminized Explosive",11,"11-20"
2014,"Aluminized Explosive",10,"6-10"
2015,"Aluminized Explosive",14,"11-20"
2016,"Aluminized Explosive",6,"6-10"
2017,"Aluminized Explosive",10,"6-10"
2018,"Aluminized Explosive",9,"6-10"
2019,"Aluminized Explosive",12,"11-20"
2020,"Aluminized Explosive",9,"6-10"
2021,"Aluminized Explosive",9,"6-10"
2022,"Aluminized Explosive",13,"11-20"
2023,"Aluminized Explosive",6,"6-10"
1996,"Ammonium Nitrate (AN)",1,"1-2"
1998,"Ammonium Nitrate (AN)",2,"1-2"
1999,"Ammonium Nitrate (AN)",2,"1-2"
2000,"Ammonium Nitrate (AN)",1,"1-2"
2001,"Ammonium Nitrate (AN)",3,"3-5"
2002,"Ammonium Nitrate (AN)",4,"3-5"
2003,"Ammonium Nitrate (AN)",6,"6-10"
2004,"Ammonium Nitrate (AN)",3,"3-5"
2005,"Ammonium Nitrate (AN)",4,"3-5"
2006,"Ammonium Nitrate (AN)",3,"3-5"
2007,"Ammonium Nitrate (AN)",4,"3-5"
2008,"Ammonium Nitrate (AN)",6,"6-10"
2009,"Ammonium Nitrate (AN)",8,"6-10"
2010,"Ammonium Nitrate (AN)",7,"6-10"
2011,"Ammonium Nitrate (AN)",9,"6-10"
2012,"Ammonium Nitrate (AN)",8,"6-10"
2013,"Ammonium Nitrate (AN)",4,"3-5"
2014,"Ammonium Nitrate (AN)",12,"11-20"
2015,"Ammonium Nitrate (AN)",8,"6-10"
2016,"Ammonium Nitrate (AN)",12,"11-20"
2017,"Ammonium Nitrate (AN)",9,"6-10"
2018,"Ammonium Nitrate (AN)",13,"11-20"
2019,"Ammonium Nitrate (AN)",13,"11-20"
2020,"Ammonium Nitrate (AN)",15,"11-20"
2021,"Ammonium Nitrate (AN)",14,"11-20"
2022,"Ammonium Nitrate (AN)",14,"11-20"
2023,"Ammonium Nitrate (AN)",6,"6-10"
1994,"Blast",1,"1-2"
1996,"Blast",1,"1-2"
1997,"Blast",1,"1-2"
2002,"Blast",2,"1-2"
2003,"Blast",2,"1-2"
2004,"Blast",3,"3-5"
2005,"Blast",5,"3-5"
2006,"Blast",10,"6-10"
2007,"Blast",6,"6-10"
2008,"Blast",10,"6-10"
2009,"Blast",20,"11-20"
2010,"Blast",16,"11-20"
2011,"Blast",25,"21-30"
2012,"Blast",15,"11-20"
2013,"Blast",21,"21-30"
2014,"Blast",26,"21-30"
2015,"Blast",14,"11-20"
2016,"Blast",21,"21-30"
2017,"Blast",19,"11-20"
2018,"Blast",18,"11-20"
2019,"Blast",16,"11-20"
2020,"Blast",27,"21-30"
2021,"Blast",25,"21-30"
2022,"Blast",20,"11-20"
2023,"Blast",18,"11-20"
1996,"Blast Loading",1,"1-2"
1999,"Blast Loading",1,"1-2"
2001,"Blast Loading",1,"1-2"
2002,"Blast Loading",2,"1-2"
2004,"Blast Loading",4,"3-5"
2006,"Blast Loading",3,"3-5"
2007,"Blast Loading",7,"6-10"
2008,"Blast Loading",17,"11-20"
2009,"Blast Loading",25,"21-30"
2010,"Blast Loading",17,"11-20"
2011,"Blast Loading",30,"21-30"
2012,"Blast Loading",21,"21-30"
2013,"Blast Loading",24,"21-30"
2014,"Blast Loading",25,"21-30"
2015,"Blast Loading",19,"11-20"
2016,"Blast Loading",22,"21-30"
2017,"Blast Loading",39,"31-40"
2018,"Blast Loading",18,"11-20"
2019,"Blast Loading",29,"21-30"
2020,"Blast Loading",26,"21-30"
2021,"Blast Loading",37,"31-40"
2022,"Blast Loading",46,"41-50"
2023,"Blast Loading",33,"31-40"
1992,"Blast Wave",1,"1-2"
1996,"Blast Wave",1,"1-2"
1997,"Blast Wave",1,"1-2"
1998,"Blast Wave",1,"1-2"
2000,"Blast Wave",1,"1-2"
2001,"Blast Wave",1,"1-2"
2002,"Blast Wave",1,"1-2"
2003,"Blast Wave",1,"1-2"
2004,"Blast Wave",2,"1-2"
2005,"Blast Wave",5,"3-5"
2006,"Blast Wave",6,"6-10"
2007,"Blast Wave",8,"6-10"
2008,"Blast Wave",7,"6-10"
2009,"Blast Wave",7,"6-10"
2010,"Blast Wave",18,"11-20"
2011,"Blast Wave",18,"11-20"
2012,"Blast Wave",13,"11-20"
2013,"Blast Wave",14,"11-20"
2014,"Blast Wave",12,"11-20"
2015,"Blast Wave",12,"11-20"
2016,"Blast Wave",9,"6-10"
2017,"Blast Wave",27,"21-30"
2018,"Blast Wave",9,"6-10"
2019,"Blast Wave",16,"11-20"
2020,"Blast Wave",20,"11-20"
2021,"Blast Wave",21,"21-30"
2022,"Blast Wave",4,"3-5"
2023,"Blast Wave",15,"11-20"
1984,"Blasting",1,"1-2"
1986,"Blasting",1,"1-2"
1987,"Blasting",1,"1-2"
1988,"Blasting",1,"1-2"
1990,"Blasting",1,"1-2"
1996,"Blasting",1,"1-2"
1997,"Blasting",1,"1-2"
1998,"Blasting",9,"6-10"
1999,"Blasting",5,"3-5"
2000,"Blasting",4,"3-5"
2001,"Blasting",4,"3-5"
2002,"Blasting",3,"3-5"
2003,"Blasting",7,"6-10"
2004,"Blasting",11,"11-20"
2005,"Blasting",13,"11-20"
2006,"Blasting",13,"11-20"
2007,"Blasting",8,"6-10"
2008,"Blasting",13,"11-20"
2009,"Blasting",10,"6-10"
2010,"Blasting",10,"6-10"
2011,"Blasting",19,"11-20"
2012,"Blasting",28,"21-30"
2013,"Blasting",12,"11-20"
2014,"Blasting",16,"11-20"
2015,"Blasting",10,"6-10"
2016,"Blasting",16,"11-20"
2017,"Blasting",15,"11-20"
2018,"Blasting",19,"11-20"
2019,"Blasting",25,"21-30"
2020,"Blasting",28,"21-30"
2021,"Blasting",28,"21-30"
2022,"Blasting",30,"21-30"
2023,"Blasting",26,"21-30"
1997,"Classification",1,"1-2"
1998,"Classification",1,"1-2"
1999,"Classification",1,"1-2"
2001,"Classification",1,"1-2"
2003,"Classification",1,"1-2"
2004,"Classification",3,"3-5"
2005,"Classification",3,"3-5"
2006,"Classification",1,"1-2"
2007,"Classification",4,"3-5"
2008,"Classification",7,"6-10"
2009,"Classification",7,"6-10"
2010,"Classification",5,"3-5"
2011,"Classification",7,"6-10"
2012,"Classification",7,"6-10"
2013,"Classification",7,"6-10"
2014,"Classification",4,"3-5"
2015,"Classification",2,"1-2"
2016,"Classification",3,"3-5"
2017,"Classification",7,"6-10"
2018,"Classification",8,"6-10"
2019,"Classification",4,"3-5"
2020,"Classification",8,"6-10"
2021,"Classification",4,"3-5"
2022,"Classification",4,"3-5"
2023,"Classification",7,"6-10"
1987,"Combustion",1,"1-2"
1992,"Combustion",1,"1-2"
1996,"Combustion",1,"1-2"
1999,"Combustion",1,"1-2"
2001,"Combustion",1,"1-2"
2002,"Combustion",2,"1-2"
2003,"Combustion",6,"6-10"
2005,"Combustion",2,"1-2"
2006,"Combustion",9,"6-10"
2007,"Combustion",12,"11-20"
2008,"Combustion",7,"6-10"
2009,"Combustion",21,"21-30"
2010,"Combustion",23,"21-30"
2011,"Combustion",19,"11-20"
2012,"Combustion",8,"6-10"
2013,"Combustion",9,"6-10"
2014,"Combustion",7,"6-10"
2015,"Combustion",15,"11-20"
2016,"Combustion",12,"11-20"
2017,"Combustion",14,"11-20"
2018,"Combustion",10,"6-10"
2019,"Combustion",14,"11-20"
2020,"Combustion",10,"6-10"
2021,"Combustion",14,"11-20"
2022,"Combustion",26,"21-30"
2023,"Combustion",12,"11-20"
2004,"Computational Fluid Dynamics (CFD)",3,"3-5"
2005,"Computational Fluid Dynamics (CFD)",1,"1-2"
2007,"Computational Fluid Dynamics (CFD)",5,"3-5"
2008,"Computational Fluid Dynamics (CFD)",5,"3-5"
2009,"Computational Fluid Dynamics (CFD)",11,"11-20"
2010,"Computational Fluid Dynamics (CFD)",6,"6-10"
2011,"Computational Fluid Dynamics (CFD)",13,"11-20"
2012,"Computational Fluid Dynamics (CFD)",8,"6-10"
2013,"Computational Fluid Dynamics (CFD)",5,"3-5"
2014,"Computational Fluid Dynamics (CFD)",6,"6-10"
2015,"Computational Fluid Dynamics (CFD)",9,"6-10"
2016,"Computational Fluid Dynamics (CFD)",7,"6-10"
2017,"Computational Fluid Dynamics (CFD)",12,"11-20"
2018,"Computational Fluid Dynamics (CFD)",10,"6-10"
2019,"Computational Fluid Dynamics (CFD)",6,"6-10"
2020,"Computational Fluid Dynamics (CFD)",13,"11-20"
2021,"Computational Fluid Dynamics (CFD)",6,"6-10"
2022,"Computational Fluid Dynamics (CFD)",9,"6-10"
2023,"Computational Fluid Dynamics (CFD)",13,"11-20"
1969,"Concrete",1,"1-2"
1983,"Concrete",1,"1-2"
1990,"Concrete",1,"1-2"
1997,"Concrete",1,"1-2"
1998,"Concrete",1,"1-2"
1999,"Concrete",1,"1-2"
2000,"Concrete",2,"1-2"
2001,"Concrete",1,"1-2"
2002,"Concrete",2,"1-2"
2003,"Concrete",6,"6-10"
2004,"Concrete",2,"1-2"
2005,"Concrete",6,"6-10"
2006,"Concrete",8,"6-10"
2007,"Concrete",6,"6-10"
2008,"Concrete",12,"11-20"
2009,"Concrete",9,"6-10"
2010,"Concrete",11,"11-20"
2011,"Concrete",10,"6-10"
2012,"Concrete",7,"6-10"
2013,"Concrete",6,"6-10"
2014,"Concrete",8,"6-10"
2015,"Concrete",4,"3-5"
2016,"Concrete",4,"3-5"
2017,"Concrete",12,"11-20"
2018,"Concrete",9,"6-10"
2019,"Concrete",9,"6-10"
2020,"Concrete",11,"11-20"
2021,"Concrete",9,"6-10"
2022,"Concrete",6,"6-10"
2023,"Concrete",13,"11-20"
1988,"Crystal Structure",1,"1-2"
1996,"Crystal Structure",1,"1-2"
1997,"Crystal Structure",1,"1-2"
1999,"Crystal Structure",1,"1-2"
2000,"Crystal Structure",1,"1-2"
2001,"Crystal Structure",2,"1-2"
2002,"Crystal Structure",1,"1-2"
2005,"Crystal Structure",2,"1-2"
2006,"Crystal Structure",1,"1-2"
2007,"Crystal Structure",3,"3-5"
2008,"Crystal Structure",12,"11-20"
2009,"Crystal Structure",2,"1-2"
2010,"Crystal Structure",3,"3-5"
2011,"Crystal Structure",6,"6-10"
2012,"Crystal Structure",7,"6-10"
2013,"Crystal Structure",10,"6-10"
2014,"Crystal Structure",9,"6-10"
2015,"Crystal Structure",7,"6-10"
2016,"Crystal Structure",14,"11-20"
2017,"Crystal Structure",16,"11-20"
2018,"Crystal Structure",10,"6-10"
2019,"Crystal Structure",15,"11-20"
2020,"Crystal Structure",12,"11-20"
2021,"Crystal Structure",10,"6-10"
2022,"Crystal Structure",15,"11-20"
2023,"Crystal Structure",5,"3-5"
1992,"Cyclotetramethylene-Tetranitramine (HMX)",1,"1-2"
1994,"Cyclotetramethylene-Tetranitramine (HMX)",1,"1-2"
1997,"Cyclotetramethylene-Tetranitramine (HMX)",1,"1-2"
1998,"Cyclotetramethylene-Tetranitramine (HMX)",1,"1-2"
1999,"Cyclotetramethylene-Tetranitramine (HMX)",3,"3-5"
2000,"Cyclotetramethylene-Tetranitramine (HMX)",3,"3-5"
2001,"Cyclotetramethylene-Tetranitramine (HMX)",6,"6-10"
2002,"Cyclotetramethylene-Tetranitramine (HMX)",9,"6-10"
2003,"Cyclotetramethylene-Tetranitramine (HMX)",5,"3-5"
2004,"Cyclotetramethylene-Tetranitramine (HMX)",14,"11-20"
2005,"Cyclotetramethylene-Tetranitramine (HMX)",10,"6-10"
2006,"Cyclotetramethylene-Tetranitramine (HMX)",12,"11-20"
2007,"Cyclotetramethylene-Tetranitramine (HMX)",11,"11-20"
2008,"Cyclotetramethylene-Tetranitramine (HMX)",19,"11-20"
2009,"Cyclotetramethylene-Tetranitramine (HMX)",22,"21-30"
2010,"Cyclotetramethylene-Tetranitramine (HMX)",12,"11-20"
2011,"Cyclotetramethylene-Tetranitramine (HMX)",11,"11-20"
2012,"Cyclotetramethylene-Tetranitramine (HMX)",27,"21-30"
2013,"Cyclotetramethylene-Tetranitramine (HMX)",14,"11-20"
2014,"Cyclotetramethylene-Tetranitramine (HMX)",10,"6-10"
2015,"Cyclotetramethylene-Tetranitramine (HMX)",14,"11-20"
2016,"Cyclotetramethylene-Tetranitramine (HMX)",11,"11-20"
2017,"Cyclotetramethylene-Tetranitramine (HMX)",26,"21-30"
2018,"Cyclotetramethylene-Tetranitramine (HMX)",19,"11-20"
2019,"Cyclotetramethylene-Tetranitramine (HMX)",17,"11-20"
2020,"Cyclotetramethylene-Tetranitramine (HMX)",19,"11-20"
2021,"Cyclotetramethylene-Tetranitramine (HMX)",18,"11-20"
2022,"Cyclotetramethylene-Tetranitramine (HMX)",19,"11-20"
2023,"Cyclotetramethylene-Tetranitramine (HMX)",21,"21-30"
1990,"Cyclotrimethylene-Trinitramine (RDX)",1,"1-2"
1992,"Cyclotrimethylene-Trinitramine (RDX)",2,"1-2"
1994,"Cyclotrimethylene-Trinitramine (RDX)",3,"3-5"
1995,"Cyclotrimethylene-Trinitramine (RDX)",1,"1-2"
1997,"Cyclotrimethylene-Trinitramine (RDX)",5,"3-5"
1998,"Cyclotrimethylene-Trinitramine (RDX)",4,"3-5"
1999,"Cyclotrimethylene-Trinitramine (RDX)",4,"3-5"
2000,"Cyclotrimethylene-Trinitramine (RDX)",4,"3-5"
2001,"Cyclotrimethylene-Trinitramine (RDX)",7,"6-10"
2002,"Cyclotrimethylene-Trinitramine (RDX)",9,"6-10"
2003,"Cyclotrimethylene-Trinitramine (RDX)",9,"6-10"
2004,"Cyclotrimethylene-Trinitramine (RDX)",14,"11-20"
2005,"Cyclotrimethylene-Trinitramine (RDX)",13,"11-20"
2006,"Cyclotrimethylene-Trinitramine (RDX)",15,"11-20"
2007,"Cyclotrimethylene-Trinitramine (RDX)",16,"11-20"
2008,"Cyclotrimethylene-Trinitramine (RDX)",17,"11-20"
2009,"Cyclotrimethylene-Trinitramine (RDX)",21,"21-30"
2010,"Cyclotrimethylene-Trinitramine (RDX)",20,"11-20"
2011,"Cyclotrimethylene-Trinitramine (RDX)",24,"21-30"
2012,"Cyclotrimethylene-Trinitramine (RDX)",31,"31-40"
2013,"Cyclotrimethylene-Trinitramine (RDX)",21,"21-30"
2014,"Cyclotrimethylene-Trinitramine (RDX)",22,"21-30"
2015,"Cyclotrimethylene-Trinitramine (RDX)",28,"21-30"
2016,"Cyclotrimethylene-Trinitramine (RDX)",27,"21-30"
2017,"Cyclotrimethylene-Trinitramine (RDX)",26,"21-30"
2018,"Cyclotrimethylene-Trinitramine (RDX)",20,"11-20"
2019,"Cyclotrimethylene-Trinitramine (RDX)",16,"11-20"
2020,"Cyclotrimethylene-Trinitramine (RDX)",16,"11-20"
2021,"Cyclotrimethylene-Trinitramine (RDX)",23,"21-30"
2022,"Cyclotrimethylene-Trinitramine (RDX)",11,"11-20"
2023,"Cyclotrimethylene-Trinitramine (RDX)",24,"21-30"
1970,"Damage",1,"1-2"
1992,"Damage",1,"1-2"
1995,"Damage",1,"1-2"
2000,"Damage",1,"1-2"
2001,"Damage",1,"1-2"
2002,"Damage",2,"1-2"
2003,"Damage",3,"3-5"
2004,"Damage",2,"1-2"
2005,"Damage",6,"6-10"
2006,"Damage",10,"6-10"
2007,"Damage",9,"6-10"
2008,"Damage",5,"3-5"
2009,"Damage",12,"11-20"
2010,"Damage",10,"6-10"
2011,"Damage",8,"6-10"
2012,"Damage",6,"6-10"
2013,"Damage",6,"6-10"
2014,"Damage",7,"6-10"
2015,"Damage",3,"3-5"
2016,"Damage",7,"6-10"
2017,"Damage",16,"11-20"
2018,"Damage",6,"6-10"
2019,"Damage",10,"6-10"
2020,"Damage",7,"6-10"
2021,"Damage",15,"11-20"
2022,"Damage",13,"11-20"
2023,"Damage",15,"11-20"
1995,"Density Functional Theory (DFT)",1,"1-2"
1999,"Density Functional Theory (DFT)",1,"1-2"
2001,"Density Functional Theory (DFT)",2,"1-2"
2002,"Density Functional Theory (DFT)",5,"3-5"
2003,"Density Functional Theory (DFT)",6,"6-10"
2004,"Density Functional Theory (DFT)",4,"3-5"
2005,"Density Functional Theory (DFT)",2,"1-2"
2006,"Density Functional Theory (DFT)",15,"11-20"
2007,"Density Functional Theory (DFT)",10,"6-10"
2008,"Density Functional Theory (DFT)",8,"6-10"
2009,"Density Functional Theory (DFT)",8,"6-10"
2010,"Density Functional Theory (DFT)",13,"11-20"
2011,"Density Functional Theory (DFT)",11,"11-20"
2012,"Density Functional Theory (DFT)",26,"21-30"
2013,"Density Functional Theory (DFT)",25,"21-30"
2014,"Density Functional Theory (DFT)",20,"11-20"
2015,"Density Functional Theory (DFT)",28,"21-30"
2016,"Density Functional Theory (DFT)",21,"21-30"
2017,"Density Functional Theory (DFT)",31,"31-40"
2018,"Density Functional Theory (DFT)",19,"11-20"
2019,"Density Functional Theory (DFT)",23,"21-30"
2020,"Density Functional Theory (DFT)",25,"21-30"
2021,"Density Functional Theory (DFT)",23,"21-30"
2022,"Density Functional Theory (DFT)",15,"11-20"
2023,"Density Functional Theory (DFT)",15,"11-20"
1993,"Detection",1,"1-2"
1994,"Detection",2,"1-2"
1998,"Detection",4,"3-5"
1999,"Detection",1,"1-2"
2000,"Detection",1,"1-2"
2001,"Detection",4,"3-5"
2002,"Detection",4,"3-5"
2003,"Detection",7,"6-10"
2004,"Detection",5,"3-5"
2005,"Detection",9,"6-10"
2006,"Detection",5,"3-5"
2007,"Detection",8,"6-10"
2008,"Detection",14,"11-20"
2009,"Detection",20,"11-20"
2010,"Detection",9,"6-10"
2011,"Detection",15,"11-20"
2012,"Detection",23,"21-30"
2013,"Detection",19,"11-20"
2014,"Detection",11,"11-20"
2015,"Detection",17,"11-20"
2016,"Detection",17,"11-20"
2017,"Detection",13,"11-20"
2018,"Detection",21,"21-30"
2019,"Detection",24,"21-30"
2020,"Detection",10,"6-10"
2021,"Detection",11,"11-20"
2022,"Detection",9,"6-10"
2023,"Detection",7,"6-10"
1991,"Detonation",1,"1-2"
1992,"Detonation",1,"1-2"
1994,"Detonation",2,"1-2"
1995,"Detonation",2,"1-2"
1997,"Detonation",4,"3-5"
1998,"Detonation",4,"3-5"
1999,"Detonation",7,"6-10"
2000,"Detonation",7,"6-10"
2001,"Detonation",9,"6-10"
2002,"Detonation",10,"6-10"
2003,"Detonation",20,"11-20"
2004,"Detonation",15,"11-20"
2005,"Detonation",19,"11-20"
2006,"Detonation",39,"31-40"
2007,"Detonation",31,"31-40"
2008,"Detonation",13,"11-20"
2009,"Detonation",35,"31-40"
2010,"Detonation",28,"21-30"
2011,"Detonation",31,"31-40"
2012,"Detonation",49,"41-50"
2013,"Detonation",29,"21-30"
2014,"Detonation",29,"21-30"
2015,"Detonation",45,"41-50"
2016,"Detonation",43,"41-50"
2017,"Detonation",47,"41-50"
2018,"Detonation",27,"21-30"
2019,"Detonation",32,"31-40"
2020,"Detonation",30,"21-30"
2021,"Detonation",33,"31-40"
2022,"Detonation",24,"21-30"
2023,"Detonation",23,"21-30"
2005,"Detonation Performance",1,"1-2"
2007,"Detonation Performance",1,"1-2"
2008,"Detonation Performance",2,"1-2"
2009,"Detonation Performance",2,"1-2"
2010,"Detonation Performance",3,"3-5"
2011,"Detonation Performance",2,"1-2"
2012,"Detonation Performance",7,"6-10"
2013,"Detonation Performance",12,"11-20"
2014,"Detonation Performance",10,"6-10"
2015,"Detonation Performance",7,"6-10"
2016,"Detonation Performance",9,"6-10"
2017,"Detonation Performance",19,"11-20"
2018,"Detonation Performance",14,"11-20"
2019,"Detonation Performance",14,"11-20"
2020,"Detonation Performance",15,"11-20"
2021,"Detonation Performance",12,"11-20"
2022,"Detonation Performance",14,"11-20"
2023,"Detonation Performance",21,"21-30"
1995,"Detonation Velocity",1,"1-2"
1996,"Detonation Velocity",1,"1-2"
1997,"Detonation Velocity",1,"1-2"
2000,"Detonation Velocity",2,"1-2"
2001,"Detonation Velocity",3,"3-5"
2002,"Detonation Velocity",4,"3-5"
2003,"Detonation Velocity",3,"3-5"
2004,"Detonation Velocity",11,"11-20"
2005,"Detonation Velocity",5,"3-5"
2006,"Detonation Velocity",3,"3-5"
2007,"Detonation Velocity",8,"6-10"
2008,"Detonation Velocity",7,"6-10"
2009,"Detonation Velocity",4,"3-5"
2010,"Detonation Velocity",11,"11-20"
2011,"Detonation Velocity",8,"6-10"
2012,"Detonation Velocity",10,"6-10"
2013,"Detonation Velocity",18,"11-20"
2014,"Detonation Velocity",17,"11-20"
2015,"Detonation Velocity",13,"11-20"
2016,"Detonation Velocity",9,"6-10"
2017,"Detonation Velocity",14,"11-20"
2018,"Detonation Velocity",9,"6-10"
2019,"Detonation Velocity",20,"11-20"
2020,"Detonation Velocity",10,"6-10"
2021,"Detonation Velocity",15,"11-20"
2022,"Detonation Velocity",13,"11-20"
2023,"Detonation Velocity",9,"6-10"
1994,"Differential Scanning Calorimetry (DSC)",3,"3-5"
1995,"Differential Scanning Calorimetry (DSC)",3,"3-5"
1996,"Differential Scanning Calorimetry (DSC)",2,"1-2"
1998,"Differential Scanning Calorimetry (DSC)",1,"1-2"
1999,"Differential Scanning Calorimetry (DSC)",1,"1-2"
2000,"Differential Scanning Calorimetry (DSC)",1,"1-2"
2001,"Differential Scanning Calorimetry (DSC)",1,"1-2"
2002,"Differential Scanning Calorimetry (DSC)",6,"6-10"
2003,"Differential Scanning Calorimetry (DSC)",2,"1-2"
2004,"Differential Scanning Calorimetry (DSC)",4,"3-5"
2005,"Differential Scanning Calorimetry (DSC)",3,"3-5"
2006,"Differential Scanning Calorimetry (DSC)",4,"3-5"
2007,"Differential Scanning Calorimetry (DSC)",5,"3-5"
2008,"Differential Scanning Calorimetry (DSC)",6,"6-10"
2009,"Differential Scanning Calorimetry (DSC)",7,"6-10"
2010,"Differential Scanning Calorimetry (DSC)",9,"6-10"
2011,"Differential Scanning Calorimetry (DSC)",3,"3-5"
