"Year","Keyword","x","Incidenceweight"
2012,"ALGORITHM",35,"26-50"
2013,"ALGORITHM",32,"26-50"
2014,"ALGORITHM",33,"26-50"
2015,"ALGORITHM",47,"26-50"
2016,"ALGORITHM",46,"26-50"
2017,"ALGORITHM",3,"3-5"
2018,"ALGORITHM",6,"6-10"
2019,"ALGORITHM",17,"11-25"
2020,"ALGORITHM",14,"11-25"
2021,"ALGORITHM",11,"11-25"
2022,"ALGORITHM",12,"11-25"
2001,"ALUMINIUM (AL)",17,"11-25"
2002,"ALUMINIUM (AL)",11,"11-25"
2003,"ALUMINIUM (AL)",21,"11-25"
2004,"ALUMINIUM (AL)",37,"26-50"
2005,"ALUMINIUM (AL)",30,"26-50"
2006,"ALUMINIUM (AL)",41,"26-50"
2007,"ALUMINIUM (AL)",29,"26-50"
2008,"ALUMINIUM (AL)",48,"26-50"
2009,"ALUMINIUM (AL)",73,"51-75"
2010,"ALUMINIUM (AL)",80,"76-100"
2011,"ALUMINIUM (AL)",66,"51-75"
2012,"ALUMINIUM (AL)",49,"26-50"
2013,"ALUMINIUM (AL)",65,"51-75"
2014,"ALUMINIUM (AL)",52,"51-75"
2015,"ALUMINIUM (AL)",44,"26-50"
2016,"ALUMINIUM (AL)",71,"51-75"
2017,"ALUMINIUM (AL)",85,"76-100"
2018,"ALUMINIUM (AL)",50,"26-50"
2019,"ALUMINIUM (AL)",59,"51-75"
2020,"ALUMINIUM (AL)",49,"26-50"
2021,"ALUMINIUM (AL)",52,"51-75"
2022,"ALUMINIUM (AL)",66,"51-75"
2001,"AROMATIC COMPOUND",11,"11-25"
2002,"AROMATIC COMPOUND",12,"11-25"
2003,"AROMATIC COMPOUND",8,"6-10"
2004,"AROMATIC COMPOUND",21,"11-25"
2005,"AROMATIC COMPOUND",22,"11-25"
2006,"AROMATIC COMPOUND",21,"11-25"
2007,"AROMATIC COMPOUND",15,"11-25"
2008,"AROMATIC COMPOUND",17,"11-25"
2009,"AROMATIC COMPOUND",27,"26-50"
2010,"AROMATIC COMPOUND",40,"26-50"
2011,"AROMATIC COMPOUND",50,"26-50"
2012,"AROMATIC COMPOUND",28,"26-50"
2013,"AROMATIC COMPOUND",48,"26-50"
2014,"AROMATIC COMPOUND",45,"26-50"
2015,"AROMATIC COMPOUND",50,"26-50"
2016,"AROMATIC COMPOUND",63,"51-75"
2017,"AROMATIC COMPOUND",58,"51-75"
2018,"AROMATIC COMPOUND",46,"26-50"
2019,"AROMATIC COMPOUND",56,"51-75"
2020,"AROMATIC COMPOUND",59,"51-75"
2021,"AROMATIC COMPOUND",40,"26-50"
2022,"AROMATIC COMPOUND",46,"26-50"
2001,"ARTICLE",71,"51-75"
2002,"ARTICLE",106,"101-200"
2003,"ARTICLE",96,"76-100"
2004,"ARTICLE",122,"101-200"
2005,"ARTICLE",106,"101-200"
2006,"ARTICLE",95,"76-100"
2007,"ARTICLE",94,"76-100"
2008,"ARTICLE",140,"101-200"
2009,"ARTICLE",154,"101-200"
2010,"ARTICLE",168,"101-200"
2011,"ARTICLE",147,"101-200"
2012,"ARTICLE",167,"101-200"
2013,"ARTICLE",150,"101-200"
2014,"ARTICLE",103,"101-200"
2015,"ARTICLE",106,"101-200"
2016,"ARTICLE",107,"101-200"
2017,"ARTICLE",133,"101-200"
2018,"ARTICLE",124,"101-200"
2019,"ARTICLE",147,"101-200"
2020,"ARTICLE",140,"101-200"
2021,"ARTICLE",157,"101-200"
2022,"ARTICLE",131,"101-200"
2001,"BALLISTIC",4,"3-5"
2002,"BALLISTIC",29,"26-50"
2003,"BALLISTIC",12,"11-25"
2004,"BALLISTIC",18,"11-25"
2005,"BALLISTIC",48,"26-50"
2006,"BALLISTIC",20,"11-25"
2007,"BALLISTIC",32,"26-50"
2008,"BALLISTIC",190,"101-200"
2009,"BALLISTIC",44,"26-50"
2010,"BALLISTIC",72,"51-75"
2011,"BALLISTIC",30,"26-50"
2012,"BALLISTIC",28,"26-50"
2013,"BALLISTIC",62,"51-75"
2014,"BALLISTIC",92,"76-100"
2015,"BALLISTIC",37,"26-50"
2016,"BALLISTIC",123,"101-200"
2017,"BALLISTIC",96,"76-100"
2018,"BALLISTIC",28,"26-50"
2019,"BALLISTIC",78,"76-100"
2020,"BALLISTIC",29,"26-50"
2021,"BALLISTIC",26,"26-50"
2022,"BALLISTIC",49,"26-50"
2001,"BLASTING",53,"51-75"
2002,"BLASTING",86,"76-100"
2003,"BLASTING",83,"76-100"
2004,"BLASTING",70,"51-75"
2005,"BLASTING",70,"51-75"
2006,"BLASTING",82,"76-100"
2007,"BLASTING",65,"51-75"
2008,"BLASTING",92,"76-100"
2009,"BLASTING",58,"51-75"
2010,"BLASTING",109,"101-200"
2011,"BLASTING",96,"76-100"
2012,"BLASTING",102,"101-200"
2013,"BLASTING",143,"101-200"
2014,"BLASTING",103,"101-200"
2015,"BLASTING",97,"76-100"
2016,"BLASTING",98,"76-100"
2017,"BLASTING",100,"76-100"
2018,"BLASTING",113,"101-200"
2019,"BLASTING",119,"101-200"
2020,"BLASTING",125,"101-200"
2021,"BLASTING",122,"101-200"
2022,"BLASTING",115,"101-200"
2001,"CARBON",9,"6-10"
2002,"CARBON",18,"11-25"
2003,"CARBON",15,"11-25"
2004,"CARBON",24,"11-25"
2005,"CARBON",15,"11-25"
2006,"CARBON",14,"11-25"
2007,"CARBON",12,"11-25"
2008,"CARBON",31,"26-50"
2009,"CARBON",19,"11-25"
2010,"CARBON",19,"11-25"
2011,"CARBON",21,"11-25"
2012,"CARBON",27,"26-50"
2013,"CARBON",26,"26-50"
2014,"CARBON",39,"26-50"
2015,"CARBON",55,"51-75"
2016,"CARBON",61,"51-75"
2017,"CARBON",39,"26-50"
2018,"CARBON",34,"26-50"
2019,"CARBON",30,"26-50"
2020,"CARBON",26,"26-50"
2021,"CARBON",24,"11-25"
2022,"CARBON",32,"26-50"
2001,"CHEMICAL ANALYSIS",22,"11-25"
2002,"CHEMICAL ANALYSIS",18,"11-25"
2003,"CHEMICAL ANALYSIS",20,"11-25"
2004,"CHEMICAL ANALYSIS",22,"11-25"
2005,"CHEMICAL ANALYSIS",19,"11-25"
2006,"CHEMICAL ANALYSIS",29,"26-50"
2007,"CHEMICAL ANALYSIS",29,"26-50"
2008,"CHEMICAL ANALYSIS",30,"26-50"
2009,"CHEMICAL ANALYSIS",37,"26-50"
2010,"CHEMICAL ANALYSIS",32,"26-50"
2011,"CHEMICAL ANALYSIS",57,"51-75"
2012,"CHEMICAL ANALYSIS",31,"26-50"
2013,"CHEMICAL ANALYSIS",44,"26-50"
2014,"CHEMICAL ANALYSIS",46,"26-50"
2015,"CHEMICAL ANALYSIS",41,"26-50"
2016,"CHEMICAL ANALYSIS",49,"26-50"
2017,"CHEMICAL ANALYSIS",34,"26-50"
2018,"CHEMICAL ANALYSIS",48,"26-50"
2019,"CHEMICAL ANALYSIS",68,"51-75"
2020,"CHEMICAL ANALYSIS",45,"26-50"
2021,"CHEMICAL ANALYSIS",77,"76-100"
2022,"CHEMICAL ANALYSIS",33,"26-50"
2001,"CHEMICAL REACTION",18,"11-25"
2002,"CHEMICAL REACTION",23,"11-25"
2003,"CHEMICAL REACTION",27,"26-50"
2004,"CHEMICAL REACTION",51,"51-75"
2005,"CHEMICAL REACTION",24,"11-25"
2006,"CHEMICAL REACTION",19,"11-25"
2007,"CHEMICAL REACTION",18,"11-25"
2008,"CHEMICAL REACTION",41,"26-50"
2009,"CHEMICAL REACTION",33,"26-50"
2010,"CHEMICAL REACTION",34,"26-50"
2011,"CHEMICAL REACTION",29,"26-50"
2012,"CHEMICAL REACTION",36,"26-50"
2013,"CHEMICAL REACTION",32,"26-50"
2014,"CHEMICAL REACTION",21,"11-25"
2015,"CHEMICAL REACTION",27,"26-50"
2016,"CHEMICAL REACTION",30,"26-50"
2017,"CHEMICAL REACTION",28,"26-50"
2018,"CHEMICAL REACTION",19,"11-25"
2019,"CHEMICAL REACTION",34,"26-50"
2020,"CHEMICAL REACTION",34,"26-50"
2021,"CHEMICAL REACTION",26,"26-50"
2022,"CHEMICAL REACTION",32,"26-50"
2001,"CHEMICAL SYNTHESIS",12,"11-25"
2002,"CHEMICAL SYNTHESIS",21,"11-25"
2003,"CHEMICAL SYNTHESIS",47,"26-50"
2004,"CHEMICAL SYNTHESIS",33,"26-50"
2005,"CHEMICAL SYNTHESIS",36,"26-50"
2006,"CHEMICAL SYNTHESIS",27,"26-50"
2007,"CHEMICAL SYNTHESIS",32,"26-50"
2008,"CHEMICAL SYNTHESIS",12,"11-25"
2009,"CHEMICAL SYNTHESIS",46,"26-50"
2010,"CHEMICAL SYNTHESIS",27,"26-50"
2011,"CHEMICAL SYNTHESIS",27,"26-50"
2012,"CHEMICAL SYNTHESIS",29,"26-50"
2013,"CHEMICAL SYNTHESIS",25,"11-25"
2014,"CHEMICAL SYNTHESIS",31,"26-50"
2015,"CHEMICAL SYNTHESIS",45,"26-50"
2016,"CHEMICAL SYNTHESIS",44,"26-50"
2017,"CHEMICAL SYNTHESIS",39,"26-50"
2018,"CHEMICAL SYNTHESIS",29,"26-50"
2019,"CHEMICAL SYNTHESIS",32,"26-50"
2020,"CHEMICAL SYNTHESIS",28,"26-50"
2021,"CHEMICAL SYNTHESIS",18,"11-25"
2022,"CHEMICAL SYNTHESIS",33,"26-50"
2001,"CHEMISTRY",2,"1-2"
2002,"CHEMISTRY",7,"6-10"
2003,"CHEMISTRY",10,"6-10"
2004,"CHEMISTRY",15,"11-25"
2005,"CHEMISTRY",10,"6-10"
2006,"CHEMISTRY",11,"11-25"
2007,"CHEMISTRY",9,"6-10"
2008,"CHEMISTRY",21,"11-25"
2009,"CHEMISTRY",35,"26-50"
2010,"CHEMISTRY",43,"26-50"
2011,"CHEMISTRY",35,"26-50"
2012,"CHEMISTRY",43,"26-50"
2013,"CHEMISTRY",44,"26-50"
2014,"CHEMISTRY",62,"51-75"
2015,"CHEMISTRY",64,"51-75"
2016,"CHEMISTRY",67,"51-75"
2017,"CHEMISTRY",51,"51-75"
2018,"CHEMISTRY",47,"26-50"
2019,"CHEMISTRY",41,"26-50"
2020,"CHEMISTRY",38,"26-50"
2021,"CHEMISTRY",7,"6-10"
2022,"CHEMISTRY",36,"26-50"
2001,"COMBUSTION",20,"11-25"
2002,"COMBUSTION",42,"26-50"
2003,"COMBUSTION",49,"26-50"
2004,"COMBUSTION",43,"26-50"
2005,"COMBUSTION",57,"51-75"
2006,"COMBUSTION",51,"51-75"
2007,"COMBUSTION",40,"26-50"
2008,"COMBUSTION",80,"76-100"
2009,"COMBUSTION",156,"101-200"
2010,"COMBUSTION",179,"101-200"
2011,"COMBUSTION",141,"101-200"
2012,"COMBUSTION",80,"76-100"
2013,"COMBUSTION",98,"76-100"
2014,"COMBUSTION",76,"76-100"
2015,"COMBUSTION",142,"101-200"
2016,"COMBUSTION",160,"101-200"
2017,"COMBUSTION",147,"101-200"
2018,"COMBUSTION",119,"101-200"
2019,"COMBUSTION",126,"101-200"
2020,"COMBUSTION",117,"101-200"
2021,"COMBUSTION",117,"101-200"
2022,"COMBUSTION",122,"101-200"
2001,"COMPUTER SIMULATION",67,"51-75"
2002,"COMPUTER SIMULATION",88,"76-100"
2003,"COMPUTER SIMULATION",108,"101-200"
2004,"COMPUTER SIMULATION",104,"101-200"
2005,"COMPUTER SIMULATION",96,"76-100"
2006,"COMPUTER SIMULATION",142,"101-200"
2007,"COMPUTER SIMULATION",120,"101-200"
2008,"COMPUTER SIMULATION",106,"101-200"
2009,"COMPUTER SIMULATION",87,"76-100"
2010,"COMPUTER SIMULATION",180,"101-200"
2011,"COMPUTER SIMULATION",170,"101-200"
2012,"COMPUTER SIMULATION",124,"101-200"
2013,"COMPUTER SIMULATION",125,"101-200"
2014,"COMPUTER SIMULATION",101,"101-200"
2015,"COMPUTER SIMULATION",45,"26-50"
2016,"COMPUTER SIMULATION",53,"51-75"
2017,"COMPUTER SIMULATION",44,"26-50"
2018,"COMPUTER SIMULATION",53,"51-75"
2019,"COMPUTER SIMULATION",46,"26-50"
2020,"COMPUTER SIMULATION",15,"11-25"
2021,"COMPUTER SIMULATION",28,"26-50"
2022,"COMPUTER SIMULATION",18,"11-25"
2001,"CONCRETE",2,"1-2"
2002,"CONCRETE",11,"11-25"
2003,"CONCRETE",14,"11-25"
2004,"CONCRETE",12,"11-25"
2005,"CONCRETE",17,"11-25"
2006,"CONCRETE",27,"26-50"
2007,"CONCRETE",18,"11-25"
2008,"CONCRETE",28,"26-50"
2009,"CONCRETE",20,"11-25"
2010,"CONCRETE",26,"26-50"
2011,"CONCRETE",16,"11-25"
2012,"CONCRETE",15,"11-25"
2013,"CONCRETE",44,"26-50"
2014,"CONCRETE",43,"26-50"
2015,"CONCRETE",30,"26-50"
2016,"CONCRETE",44,"26-50"
2017,"CONCRETE",58,"51-75"
2018,"CONCRETE",27,"26-50"
2019,"CONCRETE",35,"26-50"
2020,"CONCRETE",25,"11-25"
2021,"CONCRETE",27,"26-50"
2022,"CONCRETE",22,"11-25"
2001,"CONTROLLED STUDY",5,"3-5"
2002,"CONTROLLED STUDY",10,"6-10"
2003,"CONTROLLED STUDY",7,"6-10"
2004,"CONTROLLED STUDY",7,"6-10"
2005,"CONTROLLED STUDY",7,"6-10"
2006,"CONTROLLED STUDY",9,"6-10"
2007,"CONTROLLED STUDY",4,"3-5"
2008,"CONTROLLED STUDY",7,"6-10"
2009,"CONTROLLED STUDY",47,"26-50"
2010,"CONTROLLED STUDY",56,"51-75"
2011,"CONTROLLED STUDY",26,"26-50"
2012,"CONTROLLED STUDY",25,"11-25"
2013,"CONTROLLED STUDY",27,"26-50"
2014,"CONTROLLED STUDY",24,"11-25"
2015,"CONTROLLED STUDY",28,"26-50"
2016,"CONTROLLED STUDY",33,"26-50"
2017,"CONTROLLED STUDY",34,"26-50"
2018,"CONTROLLED STUDY",25,"11-25"
2019,"CONTROLLED STUDY",31,"26-50"
2020,"CONTROLLED STUDY",36,"26-50"
2021,"CONTROLLED STUDY",57,"51-75"
2022,"CONTROLLED STUDY",57,"51-75"
2001,"CRYSTAL STRUCTURE",9,"6-10"
2002,"CRYSTAL STRUCTURE",10,"6-10"
2003,"CRYSTAL STRUCTURE",12,"11-25"
2004,"CRYSTAL STRUCTURE",16,"11-25"
2005,"CRYSTAL STRUCTURE",15,"11-25"
2006,"CRYSTAL STRUCTURE",17,"11-25"
2007,"CRYSTAL STRUCTURE",15,"11-25"
2008,"CRYSTAL STRUCTURE",19,"11-25"
2009,"CRYSTAL STRUCTURE",17,"11-25"
2010,"CRYSTAL STRUCTURE",17,"11-25"
2011,"CRYSTAL STRUCTURE",21,"11-25"
2012,"CRYSTAL STRUCTURE",12,"11-25"
2013,"CRYSTAL STRUCTURE",20,"11-25"
2014,"CRYSTAL STRUCTURE",33,"26-50"
2015,"CRYSTAL STRUCTURE",37,"26-50"
2016,"CRYSTAL STRUCTURE",54,"51-75"
2017,"CRYSTAL STRUCTURE",52,"51-75"
2018,"CRYSTAL STRUCTURE",49,"26-50"
2019,"CRYSTAL STRUCTURE",54,"51-75"
2020,"CRYSTAL STRUCTURE",59,"51-75"
2021,"CRYSTAL STRUCTURE",40,"26-50"
2022,"CRYSTAL STRUCTURE",59,"51-75"
2001,"CYCLOTETRAMETHYLENE-TETRANITRAMINE (HMX)",7,"6-10"
2002,"CYCLOTETRAMETHYLENE-TETRANITRAMINE (HMX)",15,"11-25"
2003,"CYCLOTETRAMETHYLENE-TETRANITRAMINE (HMX)",10,"6-10"
2004,"CYCLOTETRAMETHYLENE-TETRANITRAMINE (HMX)",19,"11-25"
2005,"CYCLOTETRAMETHYLENE-TETRANITRAMINE (HMX)",19,"11-25"
2006,"CYCLOTETRAMETHYLENE-TETRANITRAMINE (HMX)",18,"11-25"
2007,"CYCLOTETRAMETHYLENE-TETRANITRAMINE (HMX)",15,"11-25"
2008,"CYCLOTETRAMETHYLENE-TETRANITRAMINE (HMX)",25,"11-25"
2009,"CYCLOTETRAMETHYLENE-TETRANITRAMINE (HMX)",29,"26-50"
2010,"CYCLOTETRAMETHYLENE-TETRANITRAMINE (HMX)",18,"11-25"
2011,"CYCLOTETRAMETHYLENE-TETRANITRAMINE (HMX)",18,"11-25"
2012,"CYCLOTETRAMETHYLENE-TETRANITRAMINE (HMX)",38,"26-50"
2013,"CYCLOTETRAMETHYLENE-TETRANITRAMINE (HMX)",31,"26-50"
2014,"CYCLOTETRAMETHYLENE-TETRANITRAMINE (HMX)",23,"11-25"
2015,"CYCLOTETRAMETHYLENE-TETRANITRAMINE (HMX)",30,"26-50"
2016,"CYCLOTETRAMETHYLENE-TETRANITRAMINE (HMX)",33,"26-50"
2017,"CYCLOTETRAMETHYLENE-TETRANITRAMINE (HMX)",51,"51-75"
2018,"CYCLOTETRAMETHYLENE-TETRANITRAMINE (HMX)",33,"26-50"
2019,"CYCLOTETRAMETHYLENE-TETRANITRAMINE (HMX)",32,"26-50"
2020,"CYCLOTETRAMETHYLENE-TETRANITRAMINE (HMX)",38,"26-50"
2021,"CYCLOTETRAMETHYLENE-TETRANITRAMINE (HMX)",34,"26-50"
2022,"CYCLOTETRAMETHYLENE-TETRANITRAMINE (HMX)",32,"26-50"
2001,"CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)",25,"11-25"
2002,"CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)",36,"26-50"
2003,"CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)",32,"26-50"
2004,"CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)",43,"26-50"
2005,"CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)",41,"26-50"
2006,"CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)",43,"26-50"
2007,"CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)",36,"26-50"
2008,"CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)",47,"26-50"
2009,"CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)",46,"26-50"
2010,"CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)",53,"51-75"
2011,"CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)",54,"51-75"
2012,"CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)",63,"51-75"
2013,"CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)",57,"51-75"
2014,"CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)",57,"51-75"
2015,"CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)",62,"51-75"
2016,"CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)",66,"51-75"
2017,"CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)",58,"51-75"
2018,"CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)",43,"26-50"
2019,"CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)",42,"26-50"
2020,"CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)",51,"51-75"
2021,"CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)",37,"26-50"
2022,"CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)",25,"11-25"
2001,"DECOMPOSITION",17,"11-25"
2002,"DECOMPOSITION",27,"26-50"
2003,"DECOMPOSITION",38,"26-50"
2004,"DECOMPOSITION",38,"26-50"
2005,"DECOMPOSITION",36,"26-50"
2006,"DECOMPOSITION",31,"26-50"
2007,"DECOMPOSITION",25,"11-25"
2008,"DECOMPOSITION",28,"26-50"
2009,"DECOMPOSITION",25,"11-25"
2010,"DECOMPOSITION",27,"26-50"
2011,"DECOMPOSITION",17,"11-25"
2012,"DECOMPOSITION",32,"26-50"
2013,"DECOMPOSITION",64,"51-75"
2014,"DECOMPOSITION",60,"51-75"
2015,"DECOMPOSITION",66,"51-75"
2016,"DECOMPOSITION",81,"76-100"
2017,"DECOMPOSITION",80,"76-100"
2018,"DECOMPOSITION",66,"51-75"
2019,"DECOMPOSITION",72,"51-75"
2020,"DECOMPOSITION",77,"76-100"
2021,"DECOMPOSITION",77,"76-100"
2022,"DECOMPOSITION",57,"51-75"
2001,"DEFORMATION",9,"6-10"
2002,"DEFORMATION",21,"11-25"
2003,"DEFORMATION",29,"26-50"
2004,"DEFORMATION",27,"26-50"
2005,"DEFORMATION",20,"11-25"
2006,"DEFORMATION",19,"11-25"
2007,"DEFORMATION",21,"11-25"
2008,"DEFORMATION",28,"26-50"
2009,"DEFORMATION",25,"11-25"
2010,"DEFORMATION",28,"26-50"
2011,"DEFORMATION",45,"26-50"
2012,"DEFORMATION",24,"11-25"
2013,"DEFORMATION",33,"26-50"
2014,"DEFORMATION",34,"26-50"
2015,"DEFORMATION",25,"11-25"
2016,"DEFORMATION",43,"26-50"
2017,"DEFORMATION",38,"26-50"
2018,"DEFORMATION",31,"26-50"
2019,"DEFORMATION",40,"26-50"
2020,"DEFORMATION",40,"26-50"
2021,"DEFORMATION",36,"26-50"
2022,"DEFORMATION",44,"26-50"
2001,"DENSITY FUNCTIONAL THEORY (DFT)",1,"1-2"
2002,"DENSITY FUNCTIONAL THEORY (DFT)",6,"6-10"
2003,"DENSITY FUNCTIONAL THEORY (DFT)",7,"6-10"
2004,"DENSITY FUNCTIONAL THEORY (DFT)",5,"3-5"
2005,"DENSITY FUNCTIONAL THEORY (DFT)",3,"3-5"
2006,"DENSITY FUNCTIONAL THEORY (DFT)",18,"11-25"
2007,"DENSITY FUNCTIONAL THEORY (DFT)",16,"11-25"
2008,"DENSITY FUNCTIONAL THEORY (DFT)",14,"11-25"
2009,"DENSITY FUNCTIONAL THEORY (DFT)",18,"11-25"
2010,"DENSITY FUNCTIONAL THEORY (DFT)",25,"11-25"
2011,"DENSITY FUNCTIONAL THEORY (DFT)",23,"11-25"
2012,"DENSITY FUNCTIONAL THEORY (DFT)",39,"26-50"
2013,"DENSITY FUNCTIONAL THEORY (DFT)",38,"26-50"
2014,"DENSITY FUNCTIONAL THEORY (DFT)",39,"26-50"
2015,"DENSITY FUNCTIONAL THEORY (DFT)",49,"26-50"
2016,"DENSITY FUNCTIONAL THEORY (DFT)",39,"26-50"
2017,"DENSITY FUNCTIONAL THEORY (DFT)",57,"51-75"
2018,"DENSITY FUNCTIONAL THEORY (DFT)",38,"26-50"
2019,"DENSITY FUNCTIONAL THEORY (DFT)",53,"51-75"
2020,"DENSITY FUNCTIONAL THEORY (DFT)",52,"51-75"
2021,"DENSITY FUNCTIONAL THEORY (DFT)",53,"51-75"
2022,"DENSITY FUNCTIONAL THEORY (DFT)",37,"26-50"
2001,"DETONATION",79,"76-100"
2002,"DETONATION",108,"101-200"
2003,"DETONATION",148,"101-200"
2004,"DETONATION",138,"101-200"
2005,"DETONATION",116,"101-200"
2006,"DETONATION",234,"200-400"
2007,"DETONATION",80,"76-100"
2008,"DETONATION",97,"76-100"
2009,"DETONATION",111,"101-200"
2010,"DETONATION",241,"200-400"
2011,"DETONATION",133,"101-200"
2012,"DETONATION",153,"101-200"
2013,"DETONATION",164,"101-200"
2014,"DETONATION",216,"200-400"
2015,"DETONATION",232,"200-400"
