"Year","Keyword","x","Incidenceweight"
2002,"DINITROTOLUENE (DNT)",1,"1-2"
2007,"DINITROTOLUENE (DNT)",3,"3-5"
2008,"DINITROTOLUENE (DNT)",5,"3-5"
2009,"DINITROTOLUENE (DNT)",15,"11-20"
2010,"DINITROTOLUENE (DNT)",12,"11-20"
2011,"DINITROTOLUENE (DNT)",22,"21-30"
2012,"DINITROTOLUENE (DNT)",10,"6-10"
2013,"DINITROTOLUENE (DNT)",5,"3-5"
2014,"DINITROTOLUENE (DNT)",4,"3-5"
2016,"DINITROTOLUENE (DNT)",1,"1-2"
2017,"DINITROTOLUENE (DNT)",1,"1-2"
2019,"DINITROTOLUENE (DNT)",2,"1-2"
2020,"DINITROTOLUENE (DNT)",1,"1-2"
2021,"DINITROTOLUENE (DNT)",2,"1-2"
2007,"ENERGETIC MATERIAL",5,"3-5"
2008,"ENERGETIC MATERIAL",2,"1-2"
2009,"ENERGETIC MATERIAL",10,"6-10"
2010,"ENERGETIC MATERIAL",8,"6-10"
2011,"ENERGETIC MATERIAL",7,"6-10"
2012,"ENERGETIC MATERIAL",9,"6-10"
2013,"ENERGETIC MATERIAL",6,"6-10"
2014,"ENERGETIC MATERIAL",10,"6-10"
2015,"ENERGETIC MATERIAL",6,"6-10"
2016,"ENERGETIC MATERIAL",5,"3-5"
2017,"ENERGETIC MATERIAL",3,"3-5"
2018,"ENERGETIC MATERIAL",12,"11-20"
2019,"ENERGETIC MATERIAL",11,"11-20"
2020,"ENERGETIC MATERIAL",12,"11-20"
2021,"ENERGETIC MATERIAL",16,"11-20"
2001,"EXPLOSION",6,"6-10"
2003,"EXPLOSION",6,"6-10"
2004,"EXPLOSION",7,"6-10"
2005,"EXPLOSION",5,"3-5"
2006,"EXPLOSION",3,"3-5"
2007,"EXPLOSION",8,"6-10"
2008,"EXPLOSION",10,"6-10"
2009,"EXPLOSION",21,"21-30"
2010,"EXPLOSION",13,"11-20"
2011,"EXPLOSION",8,"6-10"
2012,"EXPLOSION",13,"11-20"
2013,"EXPLOSION",9,"6-10"
2014,"EXPLOSION",11,"11-20"
2015,"EXPLOSION",4,"3-5"
2016,"EXPLOSION",1,"1-2"
2017,"EXPLOSION",15,"11-20"
2018,"EXPLOSION",10,"6-10"
2019,"EXPLOSION",11,"11-20"
2020,"EXPLOSION",11,"11-20"
2021,"EXPLOSION",19,"11-20"
2022,"EXPLOSION",1,"1-2"
2001,"EXPLOSIVE",18,"11-20"
2002,"EXPLOSIVE",14,"11-20"
2003,"EXPLOSIVE",10,"6-10"
2004,"EXPLOSIVE",11,"11-20"
2005,"EXPLOSIVE",17,"11-20"
2006,"EXPLOSIVE",16,"11-20"
2007,"EXPLOSIVE",86,"76-100"
2008,"EXPLOSIVE",96,"76-100"
2009,"EXPLOSIVE",114,">100"
2010,"EXPLOSIVE",132,">100"
2011,"EXPLOSIVE",157,">100"
2012,"EXPLOSIVE",189,">100"
2013,"EXPLOSIVE",116,">100"
2014,"EXPLOSIVE",198,">100"
2015,"EXPLOSIVE",108,">100"
2016,"EXPLOSIVE",149,">100"
2017,"EXPLOSIVE",152,">100"
2018,"EXPLOSIVE",194,">100"
2019,"EXPLOSIVE",163,">100"
2020,"EXPLOSIVE",193,">100"
2021,"EXPLOSIVE",175,">100"
2022,"EXPLOSIVE",11,"11-20"
2007,"EXPLOSIVE AGENTS",16,"11-20"
2008,"EXPLOSIVE AGENTS",36,"31-40"
2009,"EXPLOSIVE AGENTS",65,"51-75"
2010,"EXPLOSIVE AGENTS",37,"31-40"
2011,"EXPLOSIVE AGENTS",36,"31-40"
2012,"EXPLOSIVE AGENTS",41,"41-50"
2013,"EXPLOSIVE AGENTS",22,"21-30"
2014,"EXPLOSIVE AGENTS",26,"21-30"
2015,"EXPLOSIVE AGENTS",16,"11-20"
2016,"EXPLOSIVE AGENTS",24,"21-30"
2017,"EXPLOSIVE AGENTS",14,"11-20"
2018,"EXPLOSIVE AGENTS",14,"11-20"
2019,"EXPLOSIVE AGENTS",12,"11-20"
2020,"EXPLOSIVE AGENTS",18,"11-20"
2021,"EXPLOSIVE AGENTS",26,"21-30"
2022,"EXPLOSIVE AGENTS",2,"1-2"
2001,"EXPLOSIVE DETECTION",1,"1-2"
2004,"EXPLOSIVE DETECTION",1,"1-2"
2005,"EXPLOSIVE DETECTION",2,"1-2"
2006,"EXPLOSIVE DETECTION",2,"1-2"
2007,"EXPLOSIVE DETECTION",9,"6-10"
2008,"EXPLOSIVE DETECTION",11,"11-20"
2009,"EXPLOSIVE DETECTION",25,"21-30"
2010,"EXPLOSIVE DETECTION",79,"76-100"
2011,"EXPLOSIVE DETECTION",127,">100"
2012,"EXPLOSIVE DETECTION",129,">100"
2013,"EXPLOSIVE DETECTION",64,"51-75"
2014,"EXPLOSIVE DETECTION",110,">100"
2015,"EXPLOSIVE DETECTION",55,"51-75"
2016,"EXPLOSIVE DETECTION",108,">100"
2017,"EXPLOSIVE DETECTION",112,">100"
2018,"EXPLOSIVE DETECTION",113,">100"
2019,"EXPLOSIVE DETECTION",80,"76-100"
2020,"EXPLOSIVE DETECTION",98,"76-100"
2021,"EXPLOSIVE DETECTION",71,"51-75"
2022,"EXPLOSIVE DETECTION",3,"3-5"
2001,"EXTRACTION",4,"3-5"
2002,"EXTRACTION",1,"1-2"
2003,"EXTRACTION",3,"3-5"
2005,"EXTRACTION",4,"3-5"
2006,"EXTRACTION",1,"1-2"
2007,"EXTRACTION",7,"6-10"
2008,"EXTRACTION",11,"11-20"
2009,"EXTRACTION",8,"6-10"
2010,"EXTRACTION",5,"3-5"
2011,"EXTRACTION",7,"6-10"
2012,"EXTRACTION",3,"3-5"
2013,"EXTRACTION",2,"1-2"
2014,"EXTRACTION",7,"6-10"
2015,"EXTRACTION",5,"3-5"
2016,"EXTRACTION",5,"3-5"
2017,"EXTRACTION",3,"3-5"
2018,"EXTRACTION",2,"1-2"
2019,"EXTRACTION",9,"6-10"
2020,"EXTRACTION",4,"3-5"
2021,"EXTRACTION",3,"3-5"
2003,"FLUORESCENCE",1,"1-2"
2007,"FLUORESCENCE",4,"3-5"
2008,"FLUORESCENCE",9,"6-10"
2009,"FLUORESCENCE",3,"3-5"
2010,"FLUORESCENCE",14,"11-20"
2011,"FLUORESCENCE",30,"21-30"
2012,"FLUORESCENCE",35,"31-40"
2013,"FLUORESCENCE",16,"11-20"
2014,"FLUORESCENCE",30,"21-30"
2015,"FLUORESCENCE",24,"21-30"
2016,"FLUORESCENCE",32,"31-40"
2017,"FLUORESCENCE",37,"31-40"
2018,"FLUORESCENCE",23,"21-30"
2019,"FLUORESCENCE",21,"21-30"
2020,"FLUORESCENCE",27,"21-30"
2021,"FLUORESCENCE",28,"21-30"
2022,"FLUORESCENCE",1,"1-2"
2008,"FLUORESCENCE QUENCHING",5,"3-5"
2009,"FLUORESCENCE QUENCHING",2,"1-2"
2010,"FLUORESCENCE QUENCHING",4,"3-5"
2011,"FLUORESCENCE QUENCHING",8,"6-10"
2012,"FLUORESCENCE QUENCHING",15,"11-20"
2013,"FLUORESCENCE QUENCHING",6,"6-10"
2014,"FLUORESCENCE QUENCHING",14,"11-20"
2015,"FLUORESCENCE QUENCHING",6,"6-10"
2016,"FLUORESCENCE QUENCHING",19,"11-20"
2017,"FLUORESCENCE QUENCHING",20,"11-20"
2018,"FLUORESCENCE QUENCHING",15,"11-20"
2019,"FLUORESCENCE QUENCHING",6,"6-10"
2020,"FLUORESCENCE QUENCHING",5,"3-5"
2021,"FLUORESCENCE QUENCHING",5,"3-5"
2001,"FORENSIC SCIENCE",11,"11-20"
2002,"FORENSIC SCIENCE",6,"6-10"
2003,"FORENSIC SCIENCE",7,"6-10"
2004,"FORENSIC SCIENCE",6,"6-10"
2005,"FORENSIC SCIENCE",3,"3-5"
2006,"FORENSIC SCIENCE",5,"3-5"
2007,"FORENSIC SCIENCE",9,"6-10"
2008,"FORENSIC SCIENCE",4,"3-5"
2009,"FORENSIC SCIENCE",11,"11-20"
2010,"FORENSIC SCIENCE",3,"3-5"
2011,"FORENSIC SCIENCE",10,"6-10"
2012,"FORENSIC SCIENCE",10,"6-10"
2013,"FORENSIC SCIENCE",10,"6-10"
2014,"FORENSIC SCIENCE",10,"6-10"
2015,"FORENSIC SCIENCE",9,"6-10"
2016,"FORENSIC SCIENCE",10,"6-10"
2017,"FORENSIC SCIENCE",14,"11-20"
2018,"FORENSIC SCIENCE",11,"11-20"
2019,"FORENSIC SCIENCE",10,"6-10"
2020,"FORENSIC SCIENCE",14,"11-20"
2021,"FORENSIC SCIENCE",7,"6-10"
2022,"FORENSIC SCIENCE",1,"1-2"
2006,"FOURIER TRANSFORM INFRARED SPECTROSCOPY (FTIR)",2,"1-2"
2007,"FOURIER TRANSFORM INFRARED SPECTROSCOPY (FTIR)",1,"1-2"
2008,"FOURIER TRANSFORM INFRARED SPECTROSCOPY (FTIR)",7,"6-10"
2009,"FOURIER TRANSFORM INFRARED SPECTROSCOPY (FTIR)",4,"3-5"
2010,"FOURIER TRANSFORM INFRARED SPECTROSCOPY (FTIR)",8,"6-10"
2011,"FOURIER TRANSFORM INFRARED SPECTROSCOPY (FTIR)",10,"6-10"
2012,"FOURIER TRANSFORM INFRARED SPECTROSCOPY (FTIR)",7,"6-10"
2013,"FOURIER TRANSFORM INFRARED SPECTROSCOPY (FTIR)",3,"3-5"
2014,"FOURIER TRANSFORM INFRARED SPECTROSCOPY (FTIR)",9,"6-10"
2015,"FOURIER TRANSFORM INFRARED SPECTROSCOPY (FTIR)",4,"3-5"
2016,"FOURIER TRANSFORM INFRARED SPECTROSCOPY (FTIR)",9,"6-10"
2017,"FOURIER TRANSFORM INFRARED SPECTROSCOPY (FTIR)",5,"3-5"
2018,"FOURIER TRANSFORM INFRARED SPECTROSCOPY (FTIR)",16,"11-20"
2019,"FOURIER TRANSFORM INFRARED SPECTROSCOPY (FTIR)",10,"6-10"
2020,"FOURIER TRANSFORM INFRARED SPECTROSCOPY (FTIR)",11,"11-20"
2021,"FOURIER TRANSFORM INFRARED SPECTROSCOPY (FTIR)",13,"11-20"
2002,"GAS",1,"1-2"
2004,"GAS",1,"1-2"
2005,"GAS",2,"1-2"
2007,"GAS",3,"3-5"
2008,"GAS",7,"6-10"
2009,"GAS",8,"6-10"
2010,"GAS",4,"3-5"
2011,"GAS",12,"11-20"
2012,"GAS",7,"6-10"
2013,"GAS",5,"3-5"
2014,"GAS",6,"6-10"
2015,"GAS",3,"3-5"
2016,"GAS",3,"3-5"
2017,"GAS",2,"1-2"
2018,"GAS",10,"6-10"
2019,"GAS",6,"6-10"
2020,"GAS",5,"3-5"
2021,"GAS",8,"6-10"
2022,"GAS",1,"1-2"
2001,"GAS CHROMATOGRAPHY-MASS SPECTROMETRY (GC-MS)",4,"3-5"
2002,"GAS CHROMATOGRAPHY-MASS SPECTROMETRY (GC-MS)",9,"6-10"
2003,"GAS CHROMATOGRAPHY-MASS SPECTROMETRY (GC-MS)",4,"3-5"
2004,"GAS CHROMATOGRAPHY-MASS SPECTROMETRY (GC-MS)",8,"6-10"
2005,"GAS CHROMATOGRAPHY-MASS SPECTROMETRY (GC-MS)",8,"6-10"
2006,"GAS CHROMATOGRAPHY-MASS SPECTROMETRY (GC-MS)",6,"6-10"
2007,"GAS CHROMATOGRAPHY-MASS SPECTROMETRY (GC-MS)",15,"11-20"
2008,"GAS CHROMATOGRAPHY-MASS SPECTROMETRY (GC-MS)",23,"21-30"
2009,"GAS CHROMATOGRAPHY-MASS SPECTROMETRY (GC-MS)",17,"11-20"
2010,"GAS CHROMATOGRAPHY-MASS SPECTROMETRY (GC-MS)",11,"11-20"
2011,"GAS CHROMATOGRAPHY-MASS SPECTROMETRY (GC-MS)",36,"31-40"
2012,"GAS CHROMATOGRAPHY-MASS SPECTROMETRY (GC-MS)",25,"21-30"
2013,"GAS CHROMATOGRAPHY-MASS SPECTROMETRY (GC-MS)",15,"11-20"
2014,"GAS CHROMATOGRAPHY-MASS SPECTROMETRY (GC-MS)",22,"21-30"
2015,"GAS CHROMATOGRAPHY-MASS SPECTROMETRY (GC-MS)",31,"31-40"
2016,"GAS CHROMATOGRAPHY-MASS SPECTROMETRY (GC-MS)",29,"21-30"
2017,"GAS CHROMATOGRAPHY-MASS SPECTROMETRY (GC-MS)",16,"11-20"
2018,"GAS CHROMATOGRAPHY-MASS SPECTROMETRY (GC-MS)",22,"21-30"
2019,"GAS CHROMATOGRAPHY-MASS SPECTROMETRY (GC-MS)",24,"21-30"
2020,"GAS CHROMATOGRAPHY-MASS SPECTROMETRY (GC-MS)",19,"11-20"
2021,"GAS CHROMATOGRAPHY-MASS SPECTROMETRY (GC-MS)",23,"21-30"
2022,"GAS CHROMATOGRAPHY-MASS SPECTROMETRY (GC-MS)",2,"1-2"
2001,"GAS CHROMATOGRAPHY (GC)",2,"1-2"
2002,"GAS CHROMATOGRAPHY (GC)",1,"1-2"
2003,"GAS CHROMATOGRAPHY (GC)",3,"3-5"
2004,"GAS CHROMATOGRAPHY (GC)",5,"3-5"
2005,"GAS CHROMATOGRAPHY (GC)",6,"6-10"
2006,"GAS CHROMATOGRAPHY (GC)",1,"1-2"
2007,"GAS CHROMATOGRAPHY (GC)",6,"6-10"
2008,"GAS CHROMATOGRAPHY (GC)",8,"6-10"
2009,"GAS CHROMATOGRAPHY (GC)",8,"6-10"
2010,"GAS CHROMATOGRAPHY (GC)",5,"3-5"
2011,"GAS CHROMATOGRAPHY (GC)",15,"11-20"
2012,"GAS CHROMATOGRAPHY (GC)",12,"11-20"
2013,"GAS CHROMATOGRAPHY (GC)",6,"6-10"
2014,"GAS CHROMATOGRAPHY (GC)",6,"6-10"
2015,"GAS CHROMATOGRAPHY (GC)",6,"6-10"
2016,"GAS CHROMATOGRAPHY (GC)",7,"6-10"
2017,"GAS CHROMATOGRAPHY (GC)",2,"1-2"
2018,"GAS CHROMATOGRAPHY (GC)",10,"6-10"
2019,"GAS CHROMATOGRAPHY (GC)",12,"11-20"
2020,"GAS CHROMATOGRAPHY (GC)",7,"6-10"
2021,"GAS CHROMATOGRAPHY (GC)",12,"11-20"
2001,"HIGH PERFORMANCE LIQUID CHROMATOGRAPHY (HPLC)",1,"1-2"
2002,"HIGH PERFORMANCE LIQUID CHROMATOGRAPHY (HPLC)",4,"3-5"
2003,"HIGH PERFORMANCE LIQUID CHROMATOGRAPHY (HPLC)",2,"1-2"
2004,"HIGH PERFORMANCE LIQUID CHROMATOGRAPHY (HPLC)",3,"3-5"
2005,"HIGH PERFORMANCE LIQUID CHROMATOGRAPHY (HPLC)",4,"3-5"
2007,"HIGH PERFORMANCE LIQUID CHROMATOGRAPHY (HPLC)",6,"6-10"
2008,"HIGH PERFORMANCE LIQUID CHROMATOGRAPHY (HPLC)",9,"6-10"
2009,"HIGH PERFORMANCE LIQUID CHROMATOGRAPHY (HPLC)",15,"11-20"
2010,"HIGH PERFORMANCE LIQUID CHROMATOGRAPHY (HPLC)",11,"11-20"
2011,"HIGH PERFORMANCE LIQUID CHROMATOGRAPHY (HPLC)",17,"11-20"
2012,"HIGH PERFORMANCE LIQUID CHROMATOGRAPHY (HPLC)",12,"11-20"
2013,"HIGH PERFORMANCE LIQUID CHROMATOGRAPHY (HPLC)",5,"3-5"
2014,"HIGH PERFORMANCE LIQUID CHROMATOGRAPHY (HPLC)",7,"6-10"
2015,"HIGH PERFORMANCE LIQUID CHROMATOGRAPHY (HPLC)",5,"3-5"
2016,"HIGH PERFORMANCE LIQUID CHROMATOGRAPHY (HPLC)",4,"3-5"
2017,"HIGH PERFORMANCE LIQUID CHROMATOGRAPHY (HPLC)",3,"3-5"
2018,"HIGH PERFORMANCE LIQUID CHROMATOGRAPHY (HPLC)",4,"3-5"
2019,"HIGH PERFORMANCE LIQUID CHROMATOGRAPHY (HPLC)",1,"1-2"
2020,"HIGH PERFORMANCE LIQUID CHROMATOGRAPHY (HPLC)",5,"3-5"
2021,"HIGH PERFORMANCE LIQUID CHROMATOGRAPHY (HPLC)",6,"6-10"
2001,"HUMAN",1,"1-2"
2002,"HUMAN",2,"1-2"
2004,"HUMAN",1,"1-2"
2005,"HUMAN",1,"1-2"
2006,"HUMAN",1,"1-2"
2007,"HUMAN",8,"6-10"
2008,"HUMAN",7,"6-10"
2009,"HUMAN",14,"11-20"
2010,"HUMAN",9,"6-10"
2011,"HUMAN",15,"11-20"
2012,"HUMAN",16,"11-20"
2013,"HUMAN",7,"6-10"
2014,"HUMAN",7,"6-10"
2015,"HUMAN",9,"6-10"
2016,"HUMAN",5,"3-5"
2017,"HUMAN",9,"6-10"
2018,"HUMAN",8,"6-10"
2019,"HUMAN",6,"6-10"
2020,"HUMAN",11,"11-20"
2021,"HUMAN",18,"11-20"
2022,"HUMAN",3,"3-5"
2001,"IMPROVISED EXPLOSIVE DEVICE (IED)",4,"3-5"
2003,"IMPROVISED EXPLOSIVE DEVICE (IED)",1,"1-2"
2007,"IMPROVISED EXPLOSIVE DEVICE (IED)",3,"3-5"
2008,"IMPROVISED EXPLOSIVE DEVICE (IED)",4,"3-5"
2009,"IMPROVISED EXPLOSIVE DEVICE (IED)",4,"3-5"
2010,"IMPROVISED EXPLOSIVE DEVICE (IED)",11,"11-20"
2011,"IMPROVISED EXPLOSIVE DEVICE (IED)",17,"11-20"
2012,"IMPROVISED EXPLOSIVE DEVICE (IED)",12,"11-20"
2013,"IMPROVISED EXPLOSIVE DEVICE (IED)",6,"6-10"
2014,"IMPROVISED EXPLOSIVE DEVICE (IED)",13,"11-20"
2015,"IMPROVISED EXPLOSIVE DEVICE (IED)",4,"3-5"
2016,"IMPROVISED EXPLOSIVE DEVICE (IED)",13,"11-20"
2017,"IMPROVISED EXPLOSIVE DEVICE (IED)",15,"11-20"
2018,"IMPROVISED EXPLOSIVE DEVICE (IED)",12,"11-20"
2019,"IMPROVISED EXPLOSIVE DEVICE (IED)",17,"11-20"
2020,"IMPROVISED EXPLOSIVE DEVICE (IED)",11,"11-20"
2021,"IMPROVISED EXPLOSIVE DEVICE (IED)",11,"11-20"
2004,"INFRARED SPECTROSCOPY (IR)",1,"1-2"
2005,"INFRARED SPECTROSCOPY (IR)",2,"1-2"
2006,"INFRARED SPECTROSCOPY (IR)",1,"1-2"
2007,"INFRARED SPECTROSCOPY (IR)",4,"3-5"
2008,"INFRARED SPECTROSCOPY (IR)",11,"11-20"
2009,"INFRARED SPECTROSCOPY (IR)",14,"11-20"
2010,"INFRARED SPECTROSCOPY (IR)",10,"6-10"
2011,"INFRARED SPECTROSCOPY (IR)",5,"3-5"
2012,"INFRARED SPECTROSCOPY (IR)",9,"6-10"
2013,"INFRARED SPECTROSCOPY (IR)",4,"3-5"
2014,"INFRARED SPECTROSCOPY (IR)",9,"6-10"
2015,"INFRARED SPECTROSCOPY (IR)",1,"1-2"
2016,"INFRARED SPECTROSCOPY (IR)",8,"6-10"
2017,"INFRARED SPECTROSCOPY (IR)",9,"6-10"
2018,"INFRARED SPECTROSCOPY (IR)",6,"6-10"
2019,"INFRARED SPECTROSCOPY (IR)",3,"3-5"
2020,"INFRARED SPECTROSCOPY (IR)",9,"6-10"
2021,"INFRARED SPECTROSCOPY (IR)",4,"3-5"
2001,"ION MOBILITY SPECTROMETRY (IMS)",1,"1-2"
2002,"ION MOBILITY SPECTROMETRY (IMS)",2,"1-2"
2003,"ION MOBILITY SPECTROMETRY (IMS)",2,"1-2"
2004,"ION MOBILITY SPECTROMETRY (IMS)",1,"1-2"
2005,"ION MOBILITY SPECTROMETRY (IMS)",1,"1-2"
2006,"ION MOBILITY SPECTROMETRY (IMS)",1,"1-2"
2007,"ION MOBILITY SPECTROMETRY (IMS)",6,"6-10"
2008,"ION MOBILITY SPECTROMETRY (IMS)",7,"6-10"
2009,"ION MOBILITY SPECTROMETRY (IMS)",5,"3-5"
2010,"ION MOBILITY SPECTROMETRY (IMS)",4,"3-5"
2011,"ION MOBILITY SPECTROMETRY (IMS)",14,"11-20"
2012,"ION MOBILITY SPECTROMETRY (IMS)",5,"3-5"
2013,"ION MOBILITY SPECTROMETRY (IMS)",6,"6-10"
2014,"ION MOBILITY SPECTROMETRY (IMS)",8,"6-10"
2015,"ION MOBILITY SPECTROMETRY (IMS)",11,"11-20"
2016,"ION MOBILITY SPECTROMETRY (IMS)",11,"11-20"
2017,"ION MOBILITY SPECTROMETRY (IMS)",8,"6-10"
2018,"ION MOBILITY SPECTROMETRY (IMS)",7,"6-10"
2019,"ION MOBILITY SPECTROMETRY (IMS)",4,"3-5"
2020,"ION MOBILITY SPECTROMETRY (IMS)",9,"6-10"
2021,"ION MOBILITY SPECTROMETRY (IMS)",3,"3-5"
2001,"IONIZATION",1,"1-2"
2002,"IONIZATION",4,"3-5"
2003,"IONIZATION",2,"1-2"
2004,"IONIZATION",1,"1-2"
2005,"IONIZATION",5,"3-5"
2006,"IONIZATION",2,"1-2"
2007,"IONIZATION",7,"6-10"
2008,"IONIZATION",2,"1-2"
2009,"IONIZATION",6,"6-10"
2010,"IONIZATION",3,"3-5"
2011,"IONIZATION",7,"6-10"
2012,"IONIZATION",3,"3-5"
2013,"IONIZATION",5,"3-5"
2014,"IONIZATION",5,"3-5"
2015,"IONIZATION",13,"11-20"
2016,"IONIZATION",7,"6-10"
2017,"IONIZATION",7,"6-10"
2018,"IONIZATION",7,"6-10"
2019,"IONIZATION",5,"3-5"
2020,"IONIZATION",2,"1-2"
2021,"IONIZATION",6,"6-10"
2003,"IONS",1,"1-2"
2005,"IONS",3,"3-5"
2008,"IONS",1,"1-2"
2009,"IONS",7,"6-10"
2010,"IONS",6,"6-10"
2011,"IONS",17,"11-20"
2012,"IONS",5,"3-5"
2013,"IONS",4,"3-5"
2014,"IONS",5,"3-5"
2015,"IONS",11,"11-20"
2016,"IONS",8,"6-10"
2017,"IONS",7,"6-10"
2018,"IONS",11,"11-20"
2019,"IONS",4,"3-5"
2020,"IONS",8,"6-10"
2021,"IONS",2,"1-2"
2004,"KINETICS",1,"1-2"
2007,"KINETICS",2,"1-2"
2008,"KINETICS",7,"6-10"
2009,"KINETICS",11,"11-20"
2010,"KINETICS",3,"3-5"
2011,"KINETICS",7,"6-10"
2012,"KINETICS",14,"11-20"
2013,"KINETICS",8,"6-10"
2014,"KINETICS",5,"3-5"
2015,"KINETICS",6,"6-10"
2016,"KINETICS",2,"1-2"
2017,"KINETICS",2,"1-2"
2018,"KINETICS",8,"6-10"
2019,"KINETICS",9,"6-10"
2020,"KINETICS",6,"6-10"
2021,"KINETICS",9,"6-10"
2005,"LIMIT OF DETECTION (LOD)",1,"1-2"
2009,"LIMIT OF DETECTION (LOD)",4,"3-5"
2010,"LIMIT OF DETECTION (LOD)",14,"11-20"
2011,"LIMIT OF DETECTION (LOD)",19,"11-20"
2012,"LIMIT OF DETECTION (LOD)",22,"21-30"
2013,"LIMIT OF DETECTION (LOD)",13,"11-20"
2014,"LIMIT OF DETECTION (LOD)",10,"6-10"
2015,"LIMIT OF DETECTION (LOD)",8,"6-10"
2016,"LIMIT OF DETECTION (LOD)",14,"11-20"
2017,"LIMIT OF DETECTION (LOD)",17,"11-20"
2018,"LIMIT OF DETECTION (LOD)",16,"11-20"
2019,"LIMIT OF DETECTION (LOD)",20,"11-20"
2020,"LIMIT OF DETECTION (LOD)",15,"11-20"
2021,"LIMIT OF DETECTION (LOD)",10,"6-10"
2022,"LIMIT OF DETECTION (LOD)",1,"1-2"
2001,"LIQUID CHROMATOGRAPHY (LC)",1,"1-2"
2002,"LIQUID CHROMATOGRAPHY (LC)",3,"3-5"
2003,"LIQUID CHROMATOGRAPHY (LC)",3,"3-5"
2004,"LIQUID CHROMATOGRAPHY (LC)",1,"1-2"
2005,"LIQUID CHROMATOGRAPHY (LC)",1,"1-2"
2006,"LIQUID CHROMATOGRAPHY (LC)",4,"3-5"
2007,"LIQUID CHROMATOGRAPHY (LC)",5,"3-5"
2008,"LIQUID CHROMATOGRAPHY (LC)",7,"6-10"
2009,"LIQUID CHROMATOGRAPHY (LC)",5,"3-5"
2010,"LIQUID CHROMATOGRAPHY (LC)",3,"3-5"
2011,"LIQUID CHROMATOGRAPHY (LC)",13,"11-20"
2012,"LIQUID CHROMATOGRAPHY (LC)",10,"6-10"
2013,"LIQUID CHROMATOGRAPHY (LC)",7,"6-10"
2014,"LIQUID CHROMATOGRAPHY (LC)",3,"3-5"
2015,"LIQUID CHROMATOGRAPHY (LC)",3,"3-5"
2016,"LIQUID CHROMATOGRAPHY (LC)",5,"3-5"
2017,"LIQUID CHROMATOGRAPHY (LC)",4,"3-5"
2018,"LIQUID CHROMATOGRAPHY (LC)",3,"3-5"
2019,"LIQUID CHROMATOGRAPHY (LC)",4,"3-5"
2020,"LIQUID CHROMATOGRAPHY (LC)",6,"6-10"
2021,"LIQUID CHROMATOGRAPHY (LC)",5,"3-5"
2007,"LUMINESCENCE",2,"1-2"
2008,"LUMINESCENCE",7,"6-10"
2009,"LUMINESCENCE",3,"3-5"
2010,"LUMINESCENCE",2,"1-2"
2011,"LUMINESCENCE",4,"3-5"
2012,"LUMINESCENCE",2,"1-2"
2013,"LUMINESCENCE",3,"3-5"
2014,"LUMINESCENCE",6,"6-10"
2015,"LUMINESCENCE",12,"11-20"
2016,"LUMINESCENCE",11,"11-20"
2017,"LUMINESCENCE",14,"11-20"
2018,"LUMINESCENCE",15,"11-20"
2019,"LUMINESCENCE",6,"6-10"
2020,"LUMINESCENCE",6,"6-10"
2021,"LUMINESCENCE",8,"6-10"
2002,"MODELS",1,"1-2"
2007,"MODELS",2,"1-2"
2008,"MODELS",11,"11-20"
2009,"MODELS",15,"11-20"
2010,"MODELS",9,"6-10"
2011,"MODELS",8,"6-10"
2012,"MODELS",8,"6-10"
2013,"MODELS",9,"6-10"
2014,"MODELS",6,"6-10"
2015,"MODELS",3,"3-5"
2016,"MODELS",5,"3-5"
2017,"MODELS",3,"3-5"
2018,"MODELS",3,"3-5"
2019,"MODELS",4,"3-5"
2020,"MODELS",3,"3-5"
2005,"MOLECULE",2,"1-2"
2008,"MOLECULE",4,"3-5"
2009,"MOLECULE",3,"3-5"
2010,"MOLECULE",4,"3-5"
2011,"MOLECULE",3,"3-5"
2012,"MOLECULE",12,"11-20"
2013,"MOLECULE",9,"6-10"
2014,"MOLECULE",14,"11-20"
2015,"MOLECULE",7,"6-10"
2016,"MOLECULE",9,"6-10"
2017,"MOLECULE",10,"6-10"
2018,"MOLECULE",7,"6-10"
2019,"MOLECULE",10,"6-10"
2020,"MOLECULE",12,"11-20"
2021,"MOLECULE",12,"11-20"
2022,"MOLECULE",1,"1-2"
2008,"NANOPARTICLES",4,"3-5"
2009,"NANOPARTICLES",5,"3-5"
2010,"NANOPARTICLES",12,"11-20"
2011,"NANOPARTICLES",7,"6-10"
2012,"NANOPARTICLES",8,"6-10"
2013,"NANOPARTICLES",9,"6-10"
2014,"NANOPARTICLES",14,"11-20"
2015,"NANOPARTICLES",4,"3-5"
2016,"NANOPARTICLES",13,"11-20"
2017,"NANOPARTICLES",9,"6-10"
2018,"NANOPARTICLES",11,"11-20"
2019,"NANOPARTICLES",5,"3-5"
2020,"NANOPARTICLES",6,"6-10"
2021,"NANOPARTICLES",8,"6-10"
2001,"NITRATE",1,"1-2"
2002,"NITRATE",2,"1-2"
2004,"NITRATE",1,"1-2"
2005,"NITRATE",1,"1-2"
2006,"NITRATE",2,"1-2"
2007,"NITRATE",5,"3-5"
2008,"NITRATE",10,"6-10"
2009,"NITRATE",18,"11-20"
2010,"NITRATE",10,"6-10"
2011,"NITRATE",10,"6-10"
2012,"NITRATE",10,"6-10"
2013,"NITRATE",6,"6-10"
2014,"NITRATE",15,"11-20"
2015,"NITRATE",12,"11-20"
2016,"NITRATE",11,"11-20"
