"Year","Keyword","x","Incidenceweight"
2002,"AMMONIUM NITRATE (AN)",1,"1"
2004,"AMMONIUM NITRATE (AN)",1,"1"
2008,"AMMONIUM NITRATE (AN)",2,"2"
2010,"AMMONIUM NITRATE (AN)",2,"2"
2011,"AMMONIUM NITRATE (AN)",2,"2"
2012,"AMMONIUM NITRATE (AN)",3,"3"
2014,"AMMONIUM NITRATE (AN)",2,"2"
2016,"AMMONIUM NITRATE (AN)",1,"1"
2017,"AMMONIUM NITRATE (AN)",2,"2"
2019,"AMMONIUM NITRATE (AN)",2,"2"
2020,"AMMONIUM NITRATE (AN)",2,"2"
2021,"AMMONIUM NITRATE (AN)",3,"3"
2022,"AMMONIUM NITRATE (AN)",4,"4"
2024,"AMMONIUM NITRATE (AN)",1,"1"
2025,"AMMONIUM NITRATE (AN)",1,"1"
2008,"ANOMALY DETECTION",2,"2"
2010,"ANOMALY DETECTION",1,"1"
2011,"ANOMALY DETECTION",1,"1"
2012,"ANOMALY DETECTION",2,"2"
2013,"ANOMALY DETECTION",1,"1"
2014,"ANOMALY DETECTION",3,"3"
2015,"ANOMALY DETECTION",2,"2"
2016,"ANOMALY DETECTION",1,"1"
2017,"ANOMALY DETECTION",1,"1"
2020,"ANOMALY DETECTION",1,"1"
2022,"ANOMALY DETECTION",1,"1"
2024,"ANOMALY DETECTION",1,"1"
2010,"ARTIFICIAL INTELLIGENCE",1,"1"
2014,"ARTIFICIAL INTELLIGENCE",1,"1"
2016,"ARTIFICIAL INTELLIGENCE",1,"1"
2017,"ARTIFICIAL INTELLIGENCE",1,"1"
2019,"ARTIFICIAL INTELLIGENCE",2,"2"
2020,"ARTIFICIAL INTELLIGENCE",5,"5"
2021,"ARTIFICIAL INTELLIGENCE",3,"3"
2022,"ARTIFICIAL INTELLIGENCE",3,"3"
2023,"ARTIFICIAL INTELLIGENCE",1,"1"
2024,"ARTIFICIAL INTELLIGENCE",3,"3"
2001,"BIOREMEDIATION",1,"1"
2002,"BIOREMEDIATION",1,"1"
2003,"BIOREMEDIATION",1,"1"
2008,"BIOREMEDIATION",2,"2"
2009,"BIOREMEDIATION",1,"1"
2020,"BIOREMEDIATION",1,"1"
2021,"BIOREMEDIATION",4,"4"
2022,"BIOREMEDIATION",3,"3"
2023,"BIOREMEDIATION",1,"1"
2024,"BIOREMEDIATION",2,"2"
1998,"BIOSENSOR",1,"1"
2001,"BIOSENSOR",1,"1"
2004,"BIOSENSOR",1,"1"
2005,"BIOSENSOR",1,"1"
2006,"BIOSENSOR",1,"1"
2008,"BIOSENSOR",1,"1"
2010,"BIOSENSOR",1,"1"
2011,"BIOSENSOR",2,"2"
2013,"BIOSENSOR",1,"1"
2017,"BIOSENSOR",1,"1"
2018,"BIOSENSOR",2,"2"
2021,"BIOSENSOR",1,"1"
2022,"BIOSENSOR",1,"1"
2023,"BIOSENSOR",2,"2"
2024,"BIOSENSOR",2,"2"
2009,"BLAST",3,"3"
2010,"BLAST",2,"2"
2011,"BLAST",1,"1"
2012,"BLAST",2,"2"
2013,"BLAST",3,"3"
2014,"BLAST",2,"2"
2015,"BLAST",1,"1"
2016,"BLAST",3,"3"
2017,"BLAST",2,"2"
2018,"BLAST",1,"1"
2019,"BLAST",1,"1"
2020,"BLAST",4,"4"
2021,"BLAST",4,"4"
2022,"BLAST",2,"2"
2024,"BLAST",2,"2"
2009,"BLAST LOADING",1,"1"
2012,"BLAST LOADING",1,"1"
2014,"BLAST LOADING",3,"3"
2015,"BLAST LOADING",2,"2"
2016,"BLAST LOADING",1,"1"
2017,"BLAST LOADING",1,"1"
2019,"BLAST LOADING",1,"1"
2020,"BLAST LOADING",1,"1"
2021,"BLAST LOADING",1,"1"
2022,"BLAST LOADING",2,"2"
2023,"BLAST LOADING",3,"3"
2024,"BLAST LOADING",3,"3"
1998,"BLASTING",2,"2"
2000,"BLASTING",2,"2"
2002,"BLASTING",1,"1"
2003,"BLASTING",2,"2"
2005,"BLASTING",1,"1"
2007,"BLASTING",1,"1"
2008,"BLASTING",1,"1"
2012,"BLASTING",3,"3"
2013,"BLASTING",1,"1"
2014,"BLASTING",2,"2"
2015,"BLASTING",1,"1"
2016,"BLASTING",7,"7"
2017,"BLASTING",1,"1"
2018,"BLASTING",3,"3"
2019,"BLASTING",4,"4"
2020,"BLASTING",6,"6"
2021,"BLASTING",7,"7"
2022,"BLASTING",7,"7"
2023,"BLASTING",8,"8"
2024,"BLASTING",6,"6"
2001,"CLASSIFICATION",1,"1"
2004,"CLASSIFICATION",1,"1"
2007,"CLASSIFICATION",1,"1"
2008,"CLASSIFICATION",2,"2"
2010,"CLASSIFICATION",2,"2"
2011,"CLASSIFICATION",2,"2"
2012,"CLASSIFICATION",3,"3"
2013,"CLASSIFICATION",5,"5"
2014,"CLASSIFICATION",3,"3"
2015,"CLASSIFICATION",1,"1"
2016,"CLASSIFICATION",3,"3"
2017,"CLASSIFICATION",2,"2"
2018,"CLASSIFICATION",2,"2"
2019,"CLASSIFICATION",1,"1"
2020,"CLASSIFICATION",1,"1"
2021,"CLASSIFICATION",2,"2"
2022,"CLASSIFICATION",1,"1"
2023,"CLASSIFICATION",4,"4"
2024,"CLASSIFICATION",2,"2"
2006,"COMBUSTION",1,"1"
2007,"COMBUSTION",1,"1"
2009,"COMBUSTION",1,"1"
2010,"COMBUSTION",5,"5"
2011,"COMBUSTION",5,"5"
2012,"COMBUSTION",1,"1"
2014,"COMBUSTION",1,"1"
2017,"COMBUSTION",2,"2"
2018,"COMBUSTION",1,"1"
2019,"COMBUSTION",3,"3"
2020,"COMBUSTION",1,"1"
2021,"COMBUSTION",1,"1"
2022,"COMBUSTION",2,"2"
2024,"COMBUSTION",5,"5"
2025,"COMBUSTION",1,"1"
1992,"CYCLOTETRAMETHYLENE-TETRANITRAMINE (HMX)",1,"1"
1997,"CYCLOTETRAMETHYLENE-TETRANITRAMINE (HMX)",1,"1"
1999,"CYCLOTETRAMETHYLENE-TETRANITRAMINE (HMX)",2,"2"
2001,"CYCLOTETRAMETHYLENE-TETRANITRAMINE (HMX)",1,"1"
2002,"CYCLOTETRAMETHYLENE-TETRANITRAMINE (HMX)",1,"1"
2004,"CYCLOTETRAMETHYLENE-TETRANITRAMINE (HMX)",2,"2"
2007,"CYCLOTETRAMETHYLENE-TETRANITRAMINE (HMX)",1,"1"
2008,"CYCLOTETRAMETHYLENE-TETRANITRAMINE (HMX)",2,"2"
2009,"CYCLOTETRAMETHYLENE-TETRANITRAMINE (HMX)",1,"1"
2010,"CYCLOTETRAMETHYLENE-TETRANITRAMINE (HMX)",1,"1"
2011,"CYCLOTETRAMETHYLENE-TETRANITRAMINE (HMX)",1,"1"
2012,"CYCLOTETRAMETHYLENE-TETRANITRAMINE (HMX)",2,"2"
2013,"CYCLOTETRAMETHYLENE-TETRANITRAMINE (HMX)",1,"1"
2015,"CYCLOTETRAMETHYLENE-TETRANITRAMINE (HMX)",2,"2"
2016,"CYCLOTETRAMETHYLENE-TETRANITRAMINE (HMX)",1,"1"
2017,"CYCLOTETRAMETHYLENE-TETRANITRAMINE (HMX)",2,"2"
2018,"CYCLOTETRAMETHYLENE-TETRANITRAMINE (HMX)",4,"4"
2019,"CYCLOTETRAMETHYLENE-TETRANITRAMINE (HMX)",5,"5"
2020,"CYCLOTETRAMETHYLENE-TETRANITRAMINE (HMX)",3,"3"
2021,"CYCLOTETRAMETHYLENE-TETRANITRAMINE (HMX)",2,"2"
2023,"CYCLOTETRAMETHYLENE-TETRANITRAMINE (HMX)",3,"3"
2024,"CYCLOTETRAMETHYLENE-TETRANITRAMINE (HMX)",1,"1"
1992,"CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)",1,"1"
1995,"CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)",1,"1"
1997,"CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)",3,"3"
1999,"CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)",1,"1"
2001,"CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)",1,"1"
2002,"CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)",3,"3"
2003,"CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)",2,"2"
2004,"CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)",1,"1"
2005,"CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)",1,"1"
2006,"CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)",2,"2"
2007,"CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)",3,"3"
2008,"CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)",6,"6"
2009,"CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)",1,"1"
2010,"CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)",4,"4"
2011,"CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)",2,"2"
2012,"CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)",3,"3"
2014,"CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)",3,"3"
2015,"CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)",6,"6"
2016,"CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)",3,"3"
2017,"CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)",4,"4"
2018,"CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)",5,"5"
2019,"CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)",4,"4"
2020,"CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)",2,"2"
2021,"CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)",5,"5"
2022,"CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)",1,"1"
2023,"CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)",5,"5"
1995,"DAMAGE",1,"1"
2003,"DAMAGE",1,"1"
2005,"DAMAGE",1,"1"
2006,"DAMAGE",1,"1"
2012,"DAMAGE",1,"1"
2014,"DAMAGE",1,"1"
2016,"DAMAGE",1,"1"
2017,"DAMAGE",3,"3"
2018,"DAMAGE",3,"3"
2021,"DAMAGE",2,"2"
2022,"DAMAGE",1,"1"
2024,"DAMAGE",2,"2"
2014,"DEEP LEARNING",1,"1"
2015,"DEEP LEARNING",1,"1"
2016,"DEEP LEARNING",1,"1"
2017,"DEEP LEARNING",2,"2"
2018,"DEEP LEARNING",3,"3"
2019,"DEEP LEARNING",1,"1"
2020,"DEEP LEARNING",1,"1"
2021,"DEEP LEARNING",4,"4"
2022,"DEEP LEARNING",5,"5"
2023,"DEEP LEARNING",5,"5"
2024,"DEEP LEARNING",5,"5"
1998,"DETECTION",1,"1"
2004,"DETECTION",1,"1"
2005,"DETECTION",2,"2"
2006,"DETECTION",1,"1"
2008,"DETECTION",4,"4"
2009,"DETECTION",3,"3"
2010,"DETECTION",2,"2"
2011,"DETECTION",3,"3"
2012,"DETECTION",4,"4"
2013,"DETECTION",4,"4"
2015,"DETECTION",1,"1"
2016,"DETECTION",5,"5"
2017,"DETECTION",3,"3"
2018,"DETECTION",3,"3"
2019,"DETECTION",6,"6"
2020,"DETECTION",3,"3"
2021,"DETECTION",3,"3"
2022,"DETECTION",1,"1"
2023,"DETECTION",1,"1"
2024,"DETECTION",2,"2"
1998,"DETONATION",1,"1"
2000,"DETONATION",1,"1"
2002,"DETONATION",2,"2"
2003,"DETONATION",3,"3"
2005,"DETONATION",2,"2"
2006,"DETONATION",4,"4"
2007,"DETONATION",3,"3"
2009,"DETONATION",4,"4"
2010,"DETONATION",2,"2"
2011,"DETONATION",5,"5"
2012,"DETONATION",2,"2"
2013,"DETONATION",2,"2"
2014,"DETONATION",3,"3"
2015,"DETONATION",3,"3"
2016,"DETONATION",2,"2"
2017,"DETONATION",8,"8"
2018,"DETONATION",4,"4"
2019,"DETONATION",7,"7"
2020,"DETONATION",2,"2"
2021,"DETONATION",1,"1"
2023,"DETONATION",2,"2"
2024,"DETONATION",5,"5"
2004,"DISCRIMINATION",1,"1"
2007,"DISCRIMINATION",1,"1"
2008,"DISCRIMINATION",2,"2"
2010,"DISCRIMINATION",2,"2"
2011,"DISCRIMINATION",2,"2"
2012,"DISCRIMINATION",3,"3"
2013,"DISCRIMINATION",3,"3"
2014,"DISCRIMINATION",2,"2"
2016,"DISCRIMINATION",1,"1"
2020,"DISCRIMINATION",1,"1"
2023,"DISCRIMINATION",1,"1"
1997,"DRUG",1,"1"
2006,"DRUG",3,"3"
2007,"DRUG",1,"1"
2008,"DRUG",2,"2"
2009,"DRUG",1,"1"
2012,"DRUG",1,"1"
2014,"DRUG",1,"1"
2015,"DRUG",1,"1"
2016,"DRUG",1,"1"
2017,"DRUG",1,"1"
2018,"DRUG",1,"1"
2019,"DRUG",2,"2"
2020,"DRUG",2,"2"
2021,"DRUG",1,"1"
2023,"DRUG",1,"1"
1999,"ELECTROMAGNETIC INDUCTION",1,"1"
2010,"ELECTROMAGNETIC INDUCTION",6,"6"
2011,"ELECTROMAGNETIC INDUCTION",4,"4"
2012,"ELECTROMAGNETIC INDUCTION",5,"5"
2013,"ELECTROMAGNETIC INDUCTION",3,"3"
2014,"ELECTROMAGNETIC INDUCTION",3,"3"
2016,"ELECTROMAGNETIC INDUCTION",4,"4"
2017,"ELECTROMAGNETIC INDUCTION",4,"4"
2018,"ELECTROMAGNETIC INDUCTION",1,"1"
2019,"ELECTROMAGNETIC INDUCTION",3,"3"
2024,"ELECTROMAGNETIC INDUCTION",1,"1"
2005,"EMULSION EXPLOSIVE",1,"1"
2007,"EMULSION EXPLOSIVE",1,"1"
2008,"EMULSION EXPLOSIVE",1,"1"
2011,"EMULSION EXPLOSIVE",1,"1"
2012,"EMULSION EXPLOSIVE",3,"3"
2013,"EMULSION EXPLOSIVE",1,"1"
2014,"EMULSION EXPLOSIVE",1,"1"
2016,"EMULSION EXPLOSIVE",1,"1"
2017,"EMULSION EXPLOSIVE",1,"1"
2018,"EMULSION EXPLOSIVE",3,"3"
2019,"EMULSION EXPLOSIVE",2,"2"
2020,"EMULSION EXPLOSIVE",2,"2"
2021,"EMULSION EXPLOSIVE",3,"3"
2022,"EMULSION EXPLOSIVE",3,"3"
2023,"EMULSION EXPLOSIVE",1,"1"
2024,"EMULSION EXPLOSIVE",2,"2"
2004,"ENERGETIC MATERIAL",1,"1"
2007,"ENERGETIC MATERIAL",2,"2"
2008,"ENERGETIC MATERIAL",1,"1"
2009,"ENERGETIC MATERIAL",1,"1"
2010,"ENERGETIC MATERIAL",1,"1"
2011,"ENERGETIC MATERIAL",1,"1"
2012,"ENERGETIC MATERIAL",1,"1"
2013,"ENERGETIC MATERIAL",4,"4"
2014,"ENERGETIC MATERIAL",2,"2"
2015,"ENERGETIC MATERIAL",3,"3"
2016,"ENERGETIC MATERIAL",7,"7"
2017,"ENERGETIC MATERIAL",8,"8"
2018,"ENERGETIC MATERIAL",6,"6"
2019,"ENERGETIC MATERIAL",9,"9"
2020,"ENERGETIC MATERIAL",2,"2"
2021,"ENERGETIC MATERIAL",2,"2"
2022,"ENERGETIC MATERIAL",6,"6"
2023,"ENERGETIC MATERIAL",3,"3"
2024,"ENERGETIC MATERIAL",3,"3"
1993,"EXPLOSION",1,"1"
2002,"EXPLOSION",1,"1"
2003,"EXPLOSION",1,"1"
2004,"EXPLOSION",2,"2"
2005,"EXPLOSION",1,"1"
2006,"EXPLOSION",3,"3"
2008,"EXPLOSION",1,"1"
2009,"EXPLOSION",5,"5"
2010,"EXPLOSION",3,"3"
2011,"EXPLOSION",3,"3"
2012,"EXPLOSION",2,"2"
2013,"EXPLOSION",2,"2"
2014,"EXPLOSION",1,"1"
2015,"EXPLOSION",5,"5"
2016,"EXPLOSION",3,"3"
2017,"EXPLOSION",5,"5"
2018,"EXPLOSION",5,"5"
2019,"EXPLOSION",6,"6"
2020,"EXPLOSION",1,"1"
2021,"EXPLOSION",7,"7"
2022,"EXPLOSION",2,"2"
2023,"EXPLOSION",6,"6"
2024,"EXPLOSION",5,"5"
1975,"EXPLOSIVE",1,"1"
1981,"EXPLOSIVE",1,"1"
1989,"EXPLOSIVE",1,"1"
1991,"EXPLOSIVE",1,"1"
1992,"EXPLOSIVE",1,"1"
1993,"EXPLOSIVE",1,"1"
1994,"EXPLOSIVE",3,"3"
1995,"EXPLOSIVE",3,"3"
1996,"EXPLOSIVE",3,"3"
1997,"EXPLOSIVE",4,"4"
1998,"EXPLOSIVE",4,"4"
1999,"EXPLOSIVE",2,"2"
2000,"EXPLOSIVE",1,"1"
2001,"EXPLOSIVE",7,"7"
2002,"EXPLOSIVE",5,"5"
2003,"EXPLOSIVE",6,"6"
2004,"EXPLOSIVE",9,"9"
2005,"EXPLOSIVE",13,">9"
2006,"EXPLOSIVE",12,">9"
2007,"EXPLOSIVE",18,">9"
2008,"EXPLOSIVE",14,">9"
2009,"EXPLOSIVE",11,">9"
2010,"EXPLOSIVE",10,">9"
2011,"EXPLOSIVE",19,">9"
2012,"EXPLOSIVE",15,">9"
2013,"EXPLOSIVE",12,">9"
2014,"EXPLOSIVE",15,">9"
2015,"EXPLOSIVE",14,">9"
2016,"EXPLOSIVE",20,">9"
2017,"EXPLOSIVE",23,">9"
2018,"EXPLOSIVE",17,">9"
2019,"EXPLOSIVE",25,">9"
2020,"EXPLOSIVE",17,">9"
2021,"EXPLOSIVE",26,">9"
2022,"EXPLOSIVE",14,">9"
2023,"EXPLOSIVE",18,">9"
2024,"EXPLOSIVE",16,">9"
2025,"EXPLOSIVE",1,"1"
1997,"EXPLOSIVE DETECTION",3,"3"
1998,"EXPLOSIVE DETECTION",1,"1"
2003,"EXPLOSIVE DETECTION",2,"2"
2004,"EXPLOSIVE DETECTION",2,"2"
2006,"EXPLOSIVE DETECTION",1,"1"
2007,"EXPLOSIVE DETECTION",5,"5"
2008,"EXPLOSIVE DETECTION",4,"4"
2009,"EXPLOSIVE DETECTION",3,"3"
2010,"EXPLOSIVE DETECTION",7,"7"
2011,"EXPLOSIVE DETECTION",2,"2"
2012,"EXPLOSIVE DETECTION",3,"3"
2013,"EXPLOSIVE DETECTION",5,"5"
2014,"EXPLOSIVE DETECTION",2,"2"
2015,"EXPLOSIVE DETECTION",3,"3"
2016,"EXPLOSIVE DETECTION",1,"1"
2017,"EXPLOSIVE DETECTION",5,"5"
2018,"EXPLOSIVE DETECTION",2,"2"
2019,"EXPLOSIVE DETECTION",8,"8"
2020,"EXPLOSIVE DETECTION",5,"5"
2021,"EXPLOSIVE DETECTION",4,"4"
2022,"EXPLOSIVE DETECTION",1,"1"
2023,"EXPLOSIVE DETECTION",3,"3"
2024,"EXPLOSIVE DETECTION",2,"2"
2025,"EXPLOSIVE DETECTION",1,"1"
2004,"EXPLOSIVE LOADING",1,"1"
2007,"EXPLOSIVE LOADING",1,"1"
2008,"EXPLOSIVE LOADING",1,"1"
2012,"EXPLOSIVE LOADING",1,"1"
2013,"EXPLOSIVE LOADING",2,"2"
2014,"EXPLOSIVE LOADING",1,"1"
2015,"EXPLOSIVE LOADING",1,"1"
2017,"EXPLOSIVE LOADING",1,"1"
2019,"EXPLOSIVE LOADING",4,"4"
2020,"EXPLOSIVE LOADING",1,"1"
2021,"EXPLOSIVE LOADING",1,"1"
2023,"EXPLOSIVE LOADING",2,"2"
2024,"EXPLOSIVE LOADING",3,"3"
2025,"EXPLOSIVE LOADING",1,"1"
2015,"EXPLOSIVE SYNCHRONIZATION",1,"1"
2016,"EXPLOSIVE SYNCHRONIZATION",1,"1"
2019,"EXPLOSIVE SYNCHRONIZATION",3,"3"
2020,"EXPLOSIVE SYNCHRONIZATION",3,"3"
2021,"EXPLOSIVE SYNCHRONIZATION",3,"3"
2022,"EXPLOSIVE SYNCHRONIZATION",5,"5"
2023,"EXPLOSIVE SYNCHRONIZATION",4,"4"
2024,"EXPLOSIVE SYNCHRONIZATION",2,"2"
2025,"EXPLOSIVE SYNCHRONIZATION",1,"1"
1994,"EXTRACTION",1,"1"
1999,"EXTRACTION",1,"1"
2001,"EXTRACTION",3,"3"
2004,"EXTRACTION",1,"1"
2005,"EXTRACTION",1,"1"
2008,"EXTRACTION",1,"1"
2011,"EXTRACTION",2,"2"
2012,"EXTRACTION",1,"1"
2014,"EXTRACTION",1,"1"
2017,"EXTRACTION",1,"1"
2019,"EXTRACTION",1,"1"
2020,"EXTRACTION",1,"1"
2021,"EXTRACTION",1,"1"
2022,"EXTRACTION",1,"1"
1975,"FAILURE",1,"1"
2004,"FAILURE",1,"1"
2005,"FAILURE",1,"1"
2011,"FAILURE",2,"2"
2012,"FAILURE",5,"5"
2013,"FAILURE",3,"3"
2015,"FAILURE",1,"1"
2016,"FAILURE",1,"1"
2017,"FAILURE",2,"2"
2019,"FAILURE",3,"3"
2020,"FAILURE",1,"1"
2021,"FAILURE",2,"2"
2009,"FIREWORK",1,"1"
2010,"FIREWORK",1,"1"
2011,"FIREWORK",4,"4"
2012,"FIREWORK",1,"1"
2013,"FIREWORK",2,"2"
2014,"FIREWORK",4,"4"
2015,"FIREWORK",3,"3"
2016,"FIREWORK",2,"2"
2017,"FIREWORK",2,"2"
2018,"FIREWORK",1,"1"
2019,"FIREWORK",6,"6"
2020,"FIREWORK",3,"3"
2021,"FIREWORK",5,"5"
2022,"FIREWORK",4,"4"
2023,"FIREWORK",5,"5"
2024,"FIREWORK",4,"4"
2009,"FLUORESCENCE",1,"1"
2012,"FLUORESCENCE",1,"1"
2013,"FLUORESCENCE",1,"1"
2014,"FLUORESCENCE",1,"1"
2015,"FLUORESCENCE",2,"2"
2016,"FLUORESCENCE",1,"1"
2017,"FLUORESCENCE",2,"2"
2018,"FLUORESCENCE",1,"1"
2020,"FLUORESCENCE",3,"3"
2021,"FLUORESCENCE",3,"3"
2022,"FLUORESCENCE",1,"1"
2024,"FLUORESCENCE",1,"1"
2006,"FORENSIC",2,"2"
2008,"FORENSIC",1,"1"
2009,"FORENSIC",4,"4"
2010,"FORENSIC",1,"1"
2011,"FORENSIC",2,"2"
2012,"FORENSIC",1,"1"
2016,"FORENSIC",1,"1"
2017,"FORENSIC",4,"4"
2018,"FORENSIC",2,"2"
2019,"FORENSIC",3,"3"
2020,"FORENSIC",2,"2"
2022,"FORENSIC",1,"1"
2024,"FORENSIC",5,"5"
1994,"FORENSIC ANALYSIS",1,"1"
2002,"FORENSIC ANALYSIS",1,"1"
2007,"FORENSIC ANALYSIS",1,"1"
2008,"FORENSIC ANALYSIS",1,"1"
2009,"FORENSIC ANALYSIS",1,"1"
2013,"FORENSIC ANALYSIS",1,"1"
2016,"FORENSIC ANALYSIS",1,"1"
2017,"FORENSIC ANALYSIS",1,"1"
2018,"FORENSIC ANALYSIS",1,"1"
2019,"FORENSIC ANALYSIS",3,"3"
2020,"FORENSIC ANALYSIS",1,"1"
2021,"FORENSIC ANALYSIS",2,"2"
2025,"FORENSIC ANALYSIS",1,"1"
1995,"FOURIER TRANSFORM INFRARED SPECTROSCOPY (FTIR)",1,"1"
2003,"FOURIER TRANSFORM INFRARED SPECTROSCOPY (FTIR)",1,"1"
2005,"FOURIER TRANSFORM INFRARED SPECTROSCOPY (FTIR)",1,"1"
2006,"FOURIER TRANSFORM INFRARED SPECTROSCOPY (FTIR)",2,"2"
2008,"FOURIER TRANSFORM INFRARED SPECTROSCOPY (FTIR)",1,"1"
2009,"FOURIER TRANSFORM INFRARED SPECTROSCOPY (FTIR)",1,"1"
2010,"FOURIER TRANSFORM INFRARED SPECTROSCOPY (FTIR)",1,"1"
2011,"FOURIER TRANSFORM INFRARED SPECTROSCOPY (FTIR)",1,"1"
2012,"FOURIER TRANSFORM INFRARED SPECTROSCOPY (FTIR)",2,"2"
2016,"FOURIER TRANSFORM INFRARED SPECTROSCOPY (FTIR)",1,"1"
2017,"FOURIER TRANSFORM INFRARED SPECTROSCOPY (FTIR)",1,"1"
2021,"FOURIER TRANSFORM INFRARED SPECTROSCOPY (FTIR)",2,"2"
2024,"FOURIER TRANSFORM INFRARED SPECTROSCOPY (FTIR)",2,"2"
2002,"FRACTURE",1,"1"
2012,"FRACTURE",4,"4"
2014,"FRACTURE",1,"1"
2015,"FRACTURE",2,"2"
2017,"FRACTURE",1,"1"
2018,"FRACTURE",2,"2"
2019,"FRACTURE",2,"2"
2020,"FRACTURE",2,"2"
2021,"FRACTURE",3,"3"
2023,"FRACTURE",2,"2"
1998,"FRAGMENTATION",2,"2"
2002,"FRAGMENTATION",1,"1"
2004,"FRAGMENTATION",1,"1"
2008,"FRAGMENTATION",3,"3"
2010,"FRAGMENTATION",1,"1"
2011,"FRAGMENTATION",2,"2"
2012,"FRAGMENTATION",3,"3"
2014,"FRAGMENTATION",1,"1"
2015,"FRAGMENTATION",5,"5"
2016,"FRAGMENTATION",2,"2"
2017,"FRAGMENTATION",3,"3"
2018,"FRAGMENTATION",1,"1"
2019,"FRAGMENTATION",2,"2"
2020,"FRAGMENTATION",6,"6"
