"DOI","Link","Abstract","EID"
"10.3390/polym10080821","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050468358&doi=10.3390%2fpolym10080821&partnerID=40&md5=cbc73a170a30f8221de866f9c12abcad","The development of polymeric materials with novel structures and unique properties and functionalities is of both academic and industrial significance. In this work, functional poly(dihalopentadiene)s were synthesized by boron trihalide-mediated multicomponent polymerization routes in a stereoselective manner. The polymerizations of tetraphenylethylene-containing diyne, BX3 (X = Cl, Br) and p-tolualdehyde proceed smoothly in dichloromethane under mild conditions to afford high molecular weight poly(dihalopentadiene)s with a predominant (Z, Z)-configuration in moderate to good yields. The reaction conditions and the boron trihalide used were found to have great effects on the stereochemistry of the resulting polymer structures. The obtained poly(1,5-dihalo-(Z, Z)-1,4-pentadiene)s possess high thermal stability and good film-forming ability. Their thin films show high refractive index of 1.9007-1.6462 in a wide wavelength region of 380-890 nm with low optical dispersion. The polymers are weakly emissive in dilute solutions but become highly emissive upon aggregated, demonstrating a unique phenomenon of aggregation-enhanced emission. Their nanoaggregates in aqueous media can serve as sensitive fluorescent chemosensors for the detection of explosives with a superamplification effect and a low detection limit. © 2018 by the authors.","2-s2.0-85050468358"
"10.1016/j.vibspec.2019.01.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063745415&doi=10.1016%2fj.vibspec.2019.01.001&partnerID=40&md5=1a0eccf6c3c33b7f16d14e5f8ad836c6","Over the last decade, the time-resolved stand-off Raman spectroscopy has attracted considerable attention due to its daytime measurement model and fluorescent suppression. Suffering from the small Raman scattering efficiency, this system perusing large detection distance requires both large power consumption and optical system, which blocks its applications. In order to seek for high signal collection efficient, in this work, we designed a 2-inch refractive telescope system, and obtained 20 m detection distance using a frequency-doubled 532 nm Nd: YAG laser with pulse energy of 30 mJ. By adjusting the excitation energy through a variable attenuator, we investigate the interrelations of input power, the signal and the noise consisting of the internal and signal-induced noises. For both main peak and sub peak, the signal-induced noises are subject to a power function of the signal intensity, and can be filtered and smoothed by the norm-distribution-function weighted moving average method (WMAM) without the loss of the signal information. After transforming the correlation spectrum, defined by the multiplication of the noise and signal spectrum, iteratively by WMAM, we can identify the small signal of about 1 count beyond the internal noise limitation. With help of the iteration method, the requirement of integration time as well as the excitation energy can be greatly reduced. © 2019 Elsevier B.V.","2-s2.0-85063745415"
"10.1117/12.2304349","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049369544&doi=10.1117%2f12.2304349&partnerID=40&md5=e7369e0eee460a8bed78b98857309af9","Field detection of chemical, biological, radiological, nuclear and explosive (CBRNE) threats requires the development of highly selective sensors with low size, weight, power and cost (SWaP-c). Recent developments have demonstrated that an optical biomimetic sensing approach, based on human-eye color detection can provide high-confidence discrimination of target chemicals while rejecting potential interferents with similar chemical structures. This biomimetic sensing method operates by identifying differences in the overlap between target and interferent chemical infrared absorption bands utilizing three, overlapping, optical bandpass filters. This method is non-spectroscopic and requires only the use of commercially available, off-the-shelf optical components. This approach has been demonstrated for volatile chemical vapors in the mid-wave-infrared (3 - 5 μm). Based on this success, experimental studies of this biomimetic sensing approach have been expanded further into the long wave infrared spectral region (6 - 12 μm) and for detection of explosives on surfaces, including aluminum and plastics. We present discrimination results using this biomimetic sensing approach for explosive samples on surfaces in both the mid- and long- wave infrared. Numerical data, along with experimentally collected data, are discussed. We demonstrate that this method is capable of discriminating between similar explosives on surfaces as well as between these explosives and potential environmental interferents. We present the results of these experiments and discuss potential transition of this approach to future field-ready stand-off devices and applications. © 2018 SPIE.","2-s2.0-85049369544"
"10.1039/c8cp01749b","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050945138&doi=10.1039%2fc8cp01749b&partnerID=40&md5=9d004cb14877d0a9a00cf27dfe699a3c","As security needs have increased, mechanism investigation has become of high importance in the development of new sensitive and selective chemosensors for chemical explosives. This study details a theoretical investigation of the sensing mechanism of a new phosphonate pyrene chemosensor for trinitrotoluene (TNT), suggesting a different interaction mode between the probe and TNT from the one previously reported. The invalidity of the mechanism of binding TNT through intermolecular hydrogen bonds was proved using the Gibbs free energy profile and 1H NMR analysis. Frontier molecular orbitals (FMOs) analysis was used to show that photo-induced electron transfer (PET) is the underlying mechanism behind the luminescence quenching of the probe upon exposure to TNT, the rationality of which was further confirmed by the recording of a high charge transfer rate. We also found the existence of an energy level crossing between the local excited (LE) state and charge transfer (CT) state of a complex of the probe and TNT, which was confirmed using energy profile calculations along the linearly interpolated internal coordinate (LIIC) pathway. © 2018 the Owner Societies.","2-s2.0-85050945138"
"10.1039/c8dt01518j","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048321132&doi=10.1039%2fc8dt01518j&partnerID=40&md5=2d5e4f13688621cef218a1e5322ebb20","A novel 2D lanthanide coordination polymer {Eu-CP (1)} based on a 3-bis(3-carboxyphenyl)imidazolium (L) ligand was successfully assembled through a solvothermal method. Luminescence tests indicate that 1 has excellent selectivity and sensitivity to detect Fe3+/Fe2+, Cr2O7                             2-, and a series of nitroaromatic explosives. Interestingly, 1 can effectively distinguish CrVI anions (CrO4                             2-/Cr2O7                             2-), which is difficult for most of the reported CPs. Furthermore, in the detection process, 1 can be simply and quickly regenerated and reused at least five times. As far as we know, 1 is the first multifunctional Eu-CP used as a luminescent probe to detect Fe3+/Fe2+, Cr2O7                             2-, and a series of nitroaromatic explosives (NAEs) based on the imidazolium derivative. © 2018 The Royal Society of Chemistry.","2-s2.0-85048321132"
"10.1088/1361-6501/aadc41","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055314106&doi=10.1088%2f1361-6501%2faadc41&partnerID=40&md5=fbffbc7c04818814516234f5b3d34e0a","In order to build a set of test methods for quantified and efficient evaluation of the detonation properties of commercial explosives, three pressure-conducted types of novel velocity probes have been developed. The LS-DYNA program is used to estimate the conduction pressure and an underwater explosion test is performed to demonstrate the ability of recording the continuous travel trajectory of detonation and shock wave, which indicates that the threaded wire with metal foil (TW/MF) probe shows the most satisfactory performance. Using this probe, various test methods are built to determine the detonation properties of commercial explosives, i.e. detonation velocity, critical diameter and thickness, sympathetic detonation and C-J pressure. The results show that continuous measuring systems based on the TW/MF velocity probe can be successfully applied in the evaluation of the performances of commercial explosives, which is superior to the conventional approaches in measurement accuracy, convenience, uniformity and quantification. © 2018 IOP Publishing Ltd.","2-s2.0-85055314106"
"10.1063/1.5012989","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042730292&doi=10.1063%2f1.5012989&partnerID=40&md5=4ae8fcd7bca19e4e93ae08d5306a74a2","Impact sensitivities of various crystalline explosives were predicted by means of plane wave-density functional theory calculations. Crystal structures and complete vibrational spectra of TATB, PETN, FOX7, TEX, 14DNI, and β-HMX molecular crystals were calculated. A correlation between the phonon-vibron coupling (which is proportionally related to the energy transfer rate between the phonon manifold and the intramolecular vibrational modes) and impact sensitivities of secondary explosives was found. We propose a method, based on ab initio calculations, for the evaluation of impact sensitivities, which consequently can assist in screening candidates for chemical synthesis of high energetic materials. © 2018 Author(s).","2-s2.0-85042730292"
"10.1155/2018/8738316","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045458566&doi=10.1155%2f2018%2f8738316&partnerID=40&md5=70a4d30535f2deace91e31dba47a9e7c","This paper is a novel study on crack detection of industrial explosives. The proposed algorithm consists of the following steps: (1) image preprocessing was performed according to the defect features of industrial explosives cartridge, and we developed an improved visual attention based algorithm. This proposed algorithm features a parametric analysis that can be implemented on the image according to the conspicuous maps with the introduction of the concept of defect discrimination ; (2) as compared with other algorithms, our method can realize real-time multitarget detection function; (3) a new analysis method, the IPV-WEN algorithm, was proposed to analyze the cartridge defects based on performance indices. Through comparison and experimentation, it was revealed that this method can achieve a detection accuracy of 97.9%, with detection time of 34.51 ms, which satisfied the requirement in the industrial explosives production. © 2018 Haibo Xu et al.","2-s2.0-85045458566"
"10.1016/j.forsciint.2018.06.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050152268&doi=10.1016%2fj.forsciint.2018.06.011&partnerID=40&md5=a1292fbac3d62b4a3be83ce3a79bbb79","To continue to assist law enforcement agencies in counteracting the illegal use of fireworks new forensic methods have to be developed. In the Netherlands, many incidents involve powerful flash bangers mainly due to irresponsible behavior and misuse for criminal activities. Obtaining tactical information for differentiation of these flash bangers is of high priority in forensic casework. A representative sample set of a certain type of flash bangers, confiscated by the Dutch police, has been collected in a time period of one year and initial characterization has been performed based on visual examination. The individual components of the flash bangers already allow for a high degree of differentiation. Ultimately, combining all visual characteristics of pyrotechnic charges, labels, fuses and caps resulted in the classification into 24 groups out of 30 seized sets of flash bangers. In addition to visual examination, this unique sample set offers a wide variety of research opportunities that could be further explored and that might prove essential in case scenarios where visual characteristics are more difficult to assess or are completely absent. © 2018 Elsevier B.V.","2-s2.0-85050152268"
"10.1109/TMTT.2017.2772801","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037667216&doi=10.1109%2fTMTT.2017.2772801&partnerID=40&md5=c91ff06b7952fda19ccfbc2328444337","In this paper, a model for the input impedance of a hot-wire electro-explosive device (EED) based on differential-mode measurements is proposed. The model represents the EED using three transmission line segments in cascade. The characteristics of each segment are estimated according to data reported in the literature and to measurements of the differential-mode input impedance of actual EEDs in the ultrahigh frequency range. The experimental procedure and model are presented in detail. In addition, the impedance measurements and the predictions of the proposed model are compared with previous results reported in the literature. © 2017 IEEE.","2-s2.0-85037667216"
"10.1021/acs.cgd.8b01234","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055115553&doi=10.1021%2facs.cgd.8b01234&partnerID=40&md5=dfbc17975ed75e292ec2726e7ca1157b","A three-dimensional (3D) anionic Cd-MOF, namely, (Me2NH2)2[Cd(PTC)]·2H2O, assembled by a Cd(II) salt and a planar aromatic core ligand containing tetracarboxylate groups (H4PTC = pyrene-1,3,6,8-tetracarboxylic acid), has been successfully constructed through a solvothermal method. In the structure of the fabricated Cd-PTC, each Cd(II) center links four carboxyl groups, and each PTC4- ligand connects four Cd(II) ions through the deprotonated carboxylate groups in bidentate chelating style, generating a 3D network with one-dimensional rhombic channels. This topology was considered to be a 3D (4,4)-connected pts net. Gas sorption measurements reveal that desolvated Cd-PTC has a strong interaction with CO2 and displays highly selective CO2 capture between the mixed gases CO2/CH4 and CO2/N2. Meanwhile, luminescent studies reveal that Cd-PTC can detect nitroaromatic explosives, especially exhibiting significant sensitivity for 2,4,6-trinitrophenol in DMF solvent. © 2018 American Chemical Society.","2-s2.0-85055115553"
"10.1016/j.bios.2018.09.055","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053690545&doi=10.1016%2fj.bios.2018.09.055&partnerID=40&md5=13e4a6d66c57d63fbe3ef655c178a82a","                             Silica nanopores have electron channels and ion channels interpenetrating each other, which prompt the use of this structure for creating efficient electronic devices. In this study, silica nanopores membrane modified screen printed electrodes were applied in a smartphone-based electrochemiluminescence system for nitroaromatic explosives detection. Universal serial bus-on the go (USB-OTG) and camera on smartphone were used as the electrical stimulation and luminescence capture, respectively. ⎕Multimode methods including (red-green-blue) RGB, (hue-saturation-brightness) HSB, and Gray were proposed for luminescence analysis. Specific polypeptides were immobilized on the nanopores modified electrodes for nitroaromatic explosives sensing. With positive-charged tris(2,2′-bipyridyl)ruthenium(II) (Ru(bpy)                             3                                                          2+                             ) as electrochemiluminescence label, the increase in luminescence was associated with the selective ion channels and the well-conductive electron channels in the negative-charged nanopores. Besides, on account of the large specific surface area, nanopores modified screen printed electrodes showed stable and uniform luminescence. Results showed that the nanopores-enhanced electrochemiluminescence on smartphone covered a linear dynamic range from 10                             −7                              mg/mL to 10                             −3                              mg/mL for nitroaromatic explosives detection with the detection limit of 2.3 × 10                             −9                              mg/mL. Therefore, high-efficient photo-electricity conversion capabilities of nanopores made it a kind of promising platform for sensitive and stable electrochemiluminescence. Furthermore, smartphone-based electrochemiluminescence with disposable screen printed electrodes could facilitate the mobile monitoring of biochemical analytes in the fields of environment, security, and health.                          © 2018 Elsevier B.V.","2-s2.0-85053690545"
"10.1016/j.apergo.2018.05.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047220215&doi=10.1016%2fj.apergo.2018.05.003&partnerID=40&md5=fcd4db7d5a68157feba97e0d01e564f9","Bomb attacks on civil aviation make detecting improvised explosive devices and explosive material in passenger baggage a major concern. In the last few years, explosive detection systems for cabin baggage screening (EDSCB) have become available. Although used by a number of airports, most countries have not yet implemented these systems on a wide scale. We investigated the benefits of EDSCB with two different levels of automation currently being discussed by regulators and airport operators: automation as a diagnostic aid with an on-screen alarm resolution by the airport security officer (screener) or EDSCB with an automated decision by the machine. The two experiments reported here tested and compared both scenarios and a condition without automation as baseline. Participants were screeners at two international airports who differed in both years of work experience and familiarity with automation aids. Results showed that experienced screeners were good at detecting improvised explosive devices even without EDSCB. EDSCB increased only their detection of bare explosives. In contrast, screeners with less experience (tenure < 1 year) benefitted substantially from EDSCB in detecting both improvised explosive devices and bare explosives. A comparison of all three conditions showed that automated decision provided better human–machine detection performance than on-screen alarm resolution and no automation. This came at the cost of slightly higher false alarm rates on the human–machine system level, which would still be acceptable from an operational point of view. Results indicate that a wide-scale implementation of EDSCB would increase the detection of explosives in passenger bags and automated decision instead of automation as diagnostic aid with on screen alarm resolution should be considered. © 2018 The Authors","2-s2.0-85047220215"
"10.1002/ejic.201701339","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040836364&doi=10.1002%2fejic.201701339&partnerID=40&md5=4e49ddfd65c6f322a3b2eaa7ef24749b","It is essential to develop new effective sensor materials for the detection of antibiotics and organic explosives, due to their negative impacts on ecosystems and human health. In this work, guided by an in situ metal-node metathesis approach, a fluorescent metal–organic gel [MOG(Eu) gel] has been synthesized for the first time by metal-ion exchange between Eu3+ and Al3+ in the nonfluorescent MOG(Al) gel. More importantly, the postsynthetic MOG(Eu) xerogel shows remarkable selective detection ability towards ronidazole (RDZ), ornidazole (ODZ), metronidazole (MDZ), and dimetridazole (DTZ) antibiotics, as well as 4-nitrophenol (4-NP), with low detection limits of 1.205, 0.542, 0.999, 0.377, and 1.582 ppm, respectively. The high quenching efficiencies can be attributed to the decrease of effective energy transfer in the host–guest systems. The strategy of metathesis opens up new opportunities for synthetic methods and functional applications in MOGs materials. © 2018 WILEY-VCH Verlag GmbH & Co. KGaA, Weinheim","2-s2.0-85040836364"
"10.1146/annurev-fluid-122316-045011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035313741&doi=10.1146%2fannurev-fluid-122316-045011&partnerID=40&md5=9db6c0285167e4a7e2ee754d897d16ef","The primary purpose of a detonation in a high explosive (HE) is to provide the energy to drive a surrounding confiner, typically for mining or munitions applications. The details of the interaction between an HE detonation and its confinement are essential to achieving the objectives of the explosive device. For the high pressures induced by detonation loading, both the solid HE and confiner materials will flow. The structure and speed of a propagating detonation, and ultimately the pressures generated in the reaction zone to drive the confiner, depend on the induced flow both within the confiner and along the HE-confiner material interface. The detonation-confiner interactions are heavily influenced by the material properties and, in some cases, the thickness of the confiner. This review discusses the use of oblique shock polar analysis as a means of characterizing the possible range of detonation-confiner interactions. Computations that reveal the fluid mechanics of HE detonation-confiner interactions for finite reaction-zone length detonations are discussed and compared with the polar analysis. This includes cases of supersonic confiner flow; subsonic, shock-driven confiner flow; subsonic, but shockless confiner flow; and sonic flow at the intersection of the detonation shock and confiner material interface. We also summarize recent developments, including the effects of geometry and porous material confinement, on detonation-confiner interactions. © 2018 by Annual Reviews. All rights reserved.","2-s2.0-85035313741"
"10.1063/1.5044964","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049793852&doi=10.1063%2f1.5044964&partnerID=40&md5=df47b603ca648a379af05bf4c406a170","Modeling and simulation of explosives has become extremely important in the design of explosive formulations and explosive devices, due to the extremely high cost of a more experiment-based development. However, the efficacy of simulations is entirely dependent on the accuracy of the equations of state (EOS) and reactive burn models used to characterize the energetic materials. So we're left with a conundrum: we can save the time and money of an extensive testing program, but we must start with a test program sufficient to establish confidence in our modeling parameters. And there is still an urgent need to develop new energetic materials, as the need for more ""tailored"" energetics is an ongoing concern. In this paper we investigate the possibility of using the components of an explosive fill as discrete elements in a simulation, based solely on the relative amounts of the constituents. This is accomplished by assembling a mosaic, or ""checkerboard"", in which each block is made up of the same relative amounts of the constituents as the overall mixture. It is assumed that each constituent has a well-defined set of simulation parameters. We are not considering the actual underlying microstructure, and so we recognize there will be significant limitations to the usefulness of this technique, but we are interested in determining whether there are applications for which this technique might prove useful, in the absence of experimental data on the full energetic material. As an initial test of the concept, three binary explosives were considered: Comp-B, Pentolite and LX-04. We considered various inserted shapes, and compared the results from simulations using the base explosive with our checkerboard fill, in simulations of the basic detonation rate, as well as simulations of cylinder expansion (cylex) and gap tests. © 2018 Author(s).","2-s2.0-85049793852"
"10.1016/j.trac.2017.12.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041481035&doi=10.1016%2fj.trac.2017.12.014&partnerID=40&md5=dc75a40bab44227568aa8b0963c3008e","Sophisticated improvised explosive devices (IEDs) challenge the capabilities of current sensors, particularly in areas away from static checkpoints. This security gap could be filled by standoff chemical sensors that detect IEDs based on external trace explosive residues. Unfortunately, previous efforts have not led to widely deployed capabilities. Crucially, the physical morphology of trace explosive residues and chemical “clutter” present unique challenges to the operational performance of standoff sensors. In this review, an overview of standoff trace explosive detection systems is provided in the context of these unique challenges. Tradespace analysis is performed for two popular standoff detection methods: longwave infrared hyperspectral imaging and deep-UV Raman spectroscopy. The tradespace analysis method described in this review incorporates realistic trace explosive residues and background clutter into the technology development process. The review predicts system performance and areas where additional research is needed for these two technologies to optimize performance. © 2018 Elsevier B.V.","2-s2.0-85041481035"
