"DOI","Link","Abstract","EID"
"10.17576/mjas-2017-2102-01","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018761461&doi=10.17576%2fmjas-2017-2102-01&partnerID=40&md5=5297be861272d197b39888f1e32f0e8b","The growing threat of terrorism activities has caused an urgent need of improved forensic explosive analysis. Complex matrices, limited samples, and ambiguous interpretations serve as challenges for a forensic chemist in order to link the evidence to the perpetrator of the crime. This review focuses on three aspects namely screening techniques, extraction techniques, and instrumental techniques. For the screening techniques, this review focuses on fast detection based on chemical respond for pre-and post-explosion residues. Different types of extraction methods including swabbing technique, solid phase extraction, and solid phase microextraction were discussed. Instrumental techniques covered in this review included gas chromatography, high performance liquid chromatography, ion chromatography and capillary electrophoresis. © 2017, Malaysian Society of Analytical Sciences. All rights reserved.","2-s2.0-85018761461"
"10.1002/prep.201800291","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061902475&doi=10.1002%2fprep.201800291&partnerID=40&md5=0066d4e98adcc48ec66752b621cb2481","The reaction temperature in ignited samples of a novel, chemically simple pyrotechnic crackle composition was monitored at 1 ms intervals by means of a small embedded thermocouple. Analysis of the results reveals that an exothermic reaction is detectable at temperatures as low as 500 K. The reaction is found to progress in at least three – and probably four – steps that correlate well with similar findings from the study of nanocomposites of the same composition. The first two steps are shown to be associated with the crackle's delay phase. The transition to the explosive phase is shown to occur at a temperature significantly above the melting point of aluminum, being triggered at or beyond the temperature of operation of the third reaction step. The results provide a behavioral baseline for the future study of more complex crackle compositions. © 2019 Wiley-VCH Verlag GmbH & Co. KGaA, Weinheim","2-s2.0-85061902475"
"10.1016/j.cej.2018.06.051","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048729581&doi=10.1016%2fj.cej.2018.06.051&partnerID=40&md5=0a046d544f732df174ad2eeaf79f86d2","In the domain of energetic nanomaterials, more specifically nano-sized explosives and oxidizers, many small scale production methods have been explored up to now. So far only limited attempts have been made to scale up the production to tens or maximally a few hunderds of grams. This paper provides a review of these small scale production methods as well as characterization techniques for nanometric explosives and oxidizers. As a result of the limited scale-up, the application of energetic nanomaterials in typical propellant and explosive formulations is currently very limited. This might be caused by the fact that a clear and commonly shared view on which energetic nanomaterials and production processes it would be economically beneficial and feasible to invest in is lacking at the moment. Furthermore, a considerable number of technical challenges can be expected regarding the processing of energetic nanomaterials on a composition level. To manage these challenges, this review proposes several technical solutions which may contribute to a better understanding of the benefits, risks and costs involved in the use and scale-up of energetic nanomaterials and, if considered economically feasible, a more widespread application of these nanomaterials in the defense and space domains. © 2018 Elsevier B.V.","2-s2.0-85048729581"
"10.1016/j.compositesa.2017.12.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039740453&doi=10.1016%2fj.compositesa.2017.12.012&partnerID=40&md5=2eee21f30c7eea3edf78c648334eaa10","The low mechanical and thermal conductivity property of polymer bonded explosives (PBX) could greatly restrict its further practical application. In this study, inspired by mussels, a facile and noncovalent modification for three carbon nanofillers including multiwalled carbon nanotubes (CNTs), graphene and graphene nanoplates (GNPs), was adopted by the self-polymerization of dopamine. Next, in-depth characterizations, including SEM, TEM, FTIR, FT-Raman and TGA, confirmed that the carbon nanofillers were successfully coated by a dense graphite-like structure polydopamine (PDA) without destroying the original structures, through the oxidation of dopamine at room temperature. The polydopamine-coated nanofillers (pFillers) were further incorporated into PBX matrix. Compared to neat PBX and PBX/carbon nanocomposites, the PBX/pFillers nanocomposites exhibited improved tensile and compression strength, creep resistance, and thermal conductivity. The work presented herein greatly broadens the application scope of the bioinspired dopamine, and will be potential of interest to the communities in highly particle-filled polymer composites. © 2017 Elsevier Ltd","2-s2.0-85039740453"
"10.1117/12.2258372","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016929312&doi=10.1117%2f12.2258372&partnerID=40&md5=09a9236818ef6afa8af443344f3d656c","To prevent tragic disasters caused by terror acts and warfare threats, security check personnel must be capable of discovering, distinguishing and eliminating the explosives at multiple circumstances. Standoff technology for the remote detection of explosives and their traces on contaminated surfaces is a research field that has become a heightened priority in recent years for homeland security and counter-terrorism applications. There has been a huge increase in research within this area, the improvement of standoff trace explosives detection by optical-related technology. This paper provides a consolidation of information relating to recent advances in several key problems of, without being limited to one specific research area or explosive type. Working laser wavelength of detection system is discussed. Generation and collection of explosives spectra signal are summarized. Techniques for analysing explosives spectra signal are summed up. © 2017 SPIE.","2-s2.0-85016929312"
"10.1002/prep.201700230","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041134659&doi=10.1002%2fprep.201700230&partnerID=40&md5=a10211585d097bc36d444369d446f2f5","Ammonium nitrate finds application in explosives and chlorine-free slow-burning propellants. Different phases are known for this ammonium salt, each of them featured by peculiar bulk densities. As a consequence, the variation of storage temperature induces processes of expansion-contraction in the crystals, unless specific stabilization is performed. In this paper, a batch of raw ammonium nitrate particles has been thermally cycled between −30 °C to +60 °C and analyzed. Microscopic observations, particle size measurement, and X-ray microtomography showed that the particles undergo a progressive fragmentation process, with opening of internal cracks and voids. The tested material halved its mass-mean diameter after five thermal cycles. As a term of comparison, a phase-stabilized ammonium nitrate batch was tested under the same conditions, showing no effect. © 2018 Wiley-VCH Verlag GmbH & Co. KGaA, Weinheim","2-s2.0-85041134659"
"10.1016/j.jhazmat.2018.10.048","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055659658&doi=10.1016%2fj.jhazmat.2018.10.048&partnerID=40&md5=714842577f81eaceabde2e9ccd7187d1","Ammonium nitrate (AN) is a commonly-used industrial raw material in industrial explosives and fertilizers areas. However, as an energetic material, its danger exists during the production, transportation, and storage, resulting in a large number of accidents involving personal injury and property loss. To obtain the accurate kinetic triplet parameters of AN thermal decomposition, a series of thermogravimetry analysis (TGA) experiments was conducted with four different heating rates. Activation energies were calculated by different isoconversional methods Then the kinetic triplet of AN pyrolysis was optimized using a combination of experimental and simulant methods. Combined with the traditional model-free and model-fitting approaches, the experimental kinetic model for AN pyrolysis was optimized and then reconstructed. Through the pyrolysis reaction of AN, a reliable methodology for processing TGA data of hazardous material is proposed in the paper, and the kinetic parameters can be accurately obtained by using such a kinetics method. © 2018 Elsevier B.V.","2-s2.0-85055659658"
"10.1016/j.dt.2018.06.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048407932&doi=10.1016%2fj.dt.2018.06.001&partnerID=40&md5=46cdfe330f7fee114a1b2e14e2dfa6b5","Fluorine containing oxidizers, primarily polymers, are extensively used in pyrotechnic compositions. Fluorinated oxidizers are less explored for metalized propellants and explosives despite a potential advantage of substantial heat release combined with gaseous combustion products. This review summarizes different types of fluorinated oxidizers used in energetic formulations or of potential interest for such systems, including gases, polymers, and inorganic compounds. Types of energetic formulations employing metals and fluoropolymers are discussed in more detail, including methods used to prepare composites and resulting salient features of the obtained materials. Laboratory experiments characterizing such materials, in particular, electron microscopy and thermal analysis, are discussed, showing characteristic morphologies and reaction sequences observed in different metal-fluorinated oxidizer composites. Striking similarities are noted in reaction sequences for diverse compositions hinting at possible similarities in the respective reaction mechanisms. Experiments probing ignition and combustion of metal-fluorinated oxidizer composites in laboratory conditions are also reviewed, including impact, flash heating and shock ignition. Finally, some practical performance tests for energetic formulations are described following by a brief discussion of the reaction mechanisms expected to govern ignition and combustion in various metal-fluorinated oxidizer composites. The conclusions are combined with recommendation for future research in the area of reactive metal-fluorinated oxidizer composites. © 2018","2-s2.0-85048407932"
"10.1002/prep.201800253","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060235542&doi=10.1002%2fprep.201800253&partnerID=40&md5=5dfdb4394b1c2544d2980b9514349dd0","                             This paper reviews the production, synthesis, crystallography, particle morphology and spectroscopy of the insensitive high explosive nitroguanidine, (NGu, CH                             4                             N                             4                             O                             2                             ), CAS-No: [556-88-7] and its isotopologues [                             2                             D                             4                             ]-NGu and [                             15                             N                             4                             ]-NGu]. When compared with standard insensitive high explosives such as 1,3,5-triamino-2,4,6-trinitrobenzene (TATB), 1,1-diamino-2,2-dinitroethylene (FOX-7) and N-guanylurea dinitramide (FOX-12), Nitroguanidine proves to be the least sensitive. The review gives 170 references to the public domain. For Part II see ref. [1].                          © 2019 Wiley-VCH Verlag GmbH & Co. KGaA, Weinheim","2-s2.0-85060235542"
"10.1080/07370652.2016.1199610","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976601822&doi=10.1080%2f07370652.2016.1199610&partnerID=40&md5=6bd63ded204ad512aff002c094f158a1","Microscaled 1,3,5-trinitroperhydro-1,3,5-triazine (RDX) is recrystallized by the spray flash evaporation technique to obtain nanoscaled RDX powder. Recrystallization is tracked by diverse methods, including atomic force microscopy and X-ray diffraction. Reduced sensitivity to friction and electrostatic discharge as a consequence of less internal defects within the RDX nanocrystals makes recrystallized material more favorable against unwanted ignition. Increased sensitivity to impact of the nanomaterials is detected and desensitization is discussed in detail with regard to hot-spot theory and potential influencing variables. Surface engineering of nano-RDX by the above-mentioned spray process shows desensitization against stimuli from impact. © 2017 Taylor & Francis Group, LLC.","2-s2.0-84976601822"
"10.1016/B978-0-12-409547-2.14458-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079080705&doi=10.1016%2fB978-0-12-409547-2.14458-0&partnerID=40&md5=49dd25cb775cd5a4f4f4efd4f1e1ae28","The analysis of explosives covers a wide range of materials, presumptive tests, and instrumental analysis. An explosives analyst must be capable of identifying inorganic and organic materials, intact explosives, and their post-blast residues. The article discusses the chemical composition of explosives, discusses low (deflagrating) vs. high (detonating) explosives, and highlights the various instrumental methods for their analysis. Methods include spectroscopy (e.g., infrared), chromatography (e.g., gas, liquid, and ion exchange), inorganic and elemental analysis (e.g., x-ray powder diffraction and x-ray fluorescence), and mass spectrometry. © 2019 Elsevier Ltd All rights reserved.","2-s2.0-85079080705"
"10.1016/j.jhazmat.2018.12.110","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059819983&doi=10.1016%2fj.jhazmat.2018.12.110&partnerID=40&md5=b9e8bb133dbef689870e6bedbeb0454f","Erythritol tetranitrate (ETN) is a well-studied homemade explosive (HME), which is known for its ability to be melt-cast at a fairly low temperature. We have observed dramatically increased handling sensitivity of ETN in the molten state, using temperature controlled drop-weight impact sensitivity measurements. Impact testing was performed using ERL Type 12 drop hammer equipment using a 2.5 kg weight, a 0.8 kg striker, an anvil and sound detection equipment. Most experiments were performed in the absence of standard grit paper, due to the elevated temperature measurements with a liquid. At room temperature, ETN exhibited an impact sensitivity of 14.7 ± 3.4 cm, which changed to 1.0 ± 0.6 cm in the liquid state at 65 °C. The change in sensitivity in the liquid state was found to be reversible upon solidification, and did not appear to correlate with temperature. Control experiments were performed in the same setup using standard explosives pentaerythritol tetranitrate (PETN) and triacetone triperoxide (TATP). This is the most sensitive material that we have been able to measure using our instrumentation, and indicates that ETN be handled with extreme caution during the melt-casting process. © 2019 The Authors","2-s2.0-85059819983"
"10.1016/j.forsciint.2017.01.030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013041922&doi=10.1016%2fj.forsciint.2017.01.030&partnerID=40&md5=1c53f65e62e11b45a911e1b1f6b8e0f1","Forensic science is a wide field comprising of several subspecialties and uses methods derived from natural sciences for finding criminals and other evidence valid in a legal court. A relatively new area; Nano-forensics brings a new era of investigation in forensic science in which instantaneous results can be produced that determine various agents such as explosive gasses, biological agents and residues in different crime scenes and terrorist activity investigations. This can be achieved by applying Nanotechnology and its associated characterization techniques in forensic sciences. Several characterization techniques exist in Nanotechnology and nano-analysis is one such technique that is used in forensic science which includes Electron microscopes (EM) like Transmission (TEM) and Scanning (SEM), Raman microscopy (Micro -Raman) and Scanning Probe Microscopes (SPMs) like Atomic Force Microscope (AFM). Atomic force microscopy enables surface characterization of different materials by examining their morphology and mechanical properties. Materials that are immeasurable such as hair, body fluids, textile fibers, documents, polymers, pressure sensitive adhesives (PSAs), etc. are often encountered during forensic investigations. This review article will mainly focus on the use of AFM in the examination of different evidence such as blood stains, forged documents, human hair samples, ammunitions, explosives, and other such applications in the field of Forensic Science. © 2017 Elsevier B.V.","2-s2.0-85013041922"
"10.1080/10408347.2016.1233805","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991035076&doi=10.1080%2f10408347.2016.1233805&partnerID=40&md5=7829b9fb280c9de2426dc8445d47f6ac","There is a significant demand for devices that can rapidly detect chemical–biological–explosive (CBE) threats on-site and allow for immediate responders to mitigate spread, risk, and loss. The key to an effective reconnaissance mission is a unified detection technology that analyzes potential threats in real time. In addition to reviewing the current state of the art in the field, this review illustrates the practicality of colorimetric arrays composed of sensors that change colors in the presence of analytes. This review also describes an outlook toward future technologies, and describes how they could possibly be used in areas such as war zones to detect and identify hazardous substances. © 2017 The Author(s). Published by Taylor & Francis Group, LLC © 2017, © Michael J. Kangas, Raychelle M. Burks, Jordyn Atwater, Rachel M. Lukowicz, Pat Williams, Andrea E. Holmes.","2-s2.0-84991035076"
"10.1002/prep.201700237","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041229335&doi=10.1002%2fprep.201700237&partnerID=40&md5=6e9b879ed7d9798e6c2da1a2e1cac09f","Detonation heats of RDX-based non-ideal explosives containing 15, 30 and 45 % of Al, (Al/ZrH2), TiH2 and ZrH2 were measured with a water calorimeter set. To get more information on the behaviour of the additives in the detonations performed in an argon atmosphere, the solid post-detonation products extracted from the calorimetric bomb were analysed to determine their elemental and phase compositions. The calorimetric heats were compared with the detonation energies obtained from thermochemical calculations. All the tested explosives produce more energy during detonation in the bomb than RDX itself, but only aluminium positively influences the total energy release. The results of thermal and XRD analyses indicate that post-detonation products contain mainly carbonaceous materials, metal oxides, unreacted hydrides and/or the metals. Unexpectedly TiH2 is the least reactive additive. At TiH2 content of 45 %, the heat effect is close to that of calculated with an assumption of complete inertness of the additive. Moreover TiH2 and metallic titanium are present in the bomb residues in a significant amount. © 2018 Wiley-VCH Verlag GmbH & Co. KGaA, Weinheim","2-s2.0-85041229335"
"10.22211/cejem/78090","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048927324&doi=10.22211%2fcejem%2f78090&partnerID=40&md5=3282eb04047956b7a558aa78287a7a5b","One of the main parameters describing the properties of explosives is the velocity of detonation, which can be defined as the propagation speed of the chemical reaction zone in the detonating explosive. The detonation velocity of an explosive depends on many parameters, such as the material's density or diameter and the shell of an explosive, plus the degree of crystal fragmentation, the initiation method and the content of particular components. The effectiveness of blasting work in underground mines depends primarily on the proper selection of the hole diameter, hole length, the distance between the holes and the delays of the detonators used. This article presents the results of studies investigating the influence of the diameter of a bulk emulsion explosive charge on the detonation velocity using a MicroTrap™ VOD/Data Recorder manufactured by MREL, Canada. The underground tests were developed in the ""Polkowice-Sieroszowice"" copper mine in Poland. © 2018 Institute of Industrial Organic Chemistry, Poland.","2-s2.0-85048927324"
"10.1039/c8sc00903a","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045729111&doi=10.1039%2fc8sc00903a&partnerID=40&md5=778649c4436028f2723c37de77e36ec8","The sensitivity of explosives is controlled by factors that span from intrinsic chemical reactivity and chemical intramolecular effects to mesoscale structure and defects, and has been a topic of extensive study for over 50 years. Due to these complex competing chemical and physical elements, a unifying relationship between molecular framework, crystal structure, and sensitivity has yet to be developed. In order to move towards this goal, ideally experimental studies should be performed on systems with small, systematic structural modifications, with modeling utilized to interpret experimental results. Pentaerythritol tetranitrate (PETN) is a common nitrate ester explosive that has been widely studied due to its use in military and commercial explosives. We have synthesized PETN derivatives with modified sensitivity characteristics by substituting one -CCH2ONO2 moiety with other substituents, including -CH, -CNH2, -CNH3X, -CCH3, and -PO. We relate the handling sensitivity properties of each PETN derivative to its structural properties, and discuss the potential roles of thermodynamic properties such as heat capacity and heat of formation, thermal stability, crystal structure, compressibility, and inter- and intramolecular hydrogen bonding on impact sensitivity. Reactive molecular dynamics (MD) simulations of the C/H/N/O-based PETN-derivatives have been performed under cook-off conditions that mimic those accessed in impact tests. These simulations infer how changes in chemistry affect the subsequent decomposition pathways. © The Royal Society of Chemistry 2018.","2-s2.0-85045729111"
