Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Access Type,Source,EID,Active Webpage,Report,SubEvidence,Evidence
"Kalsi A., Celin S.M., Bhanot P., Sahai S., Sharma J.G.",57191204394;6602253199;57215586647;57192153647;7402610872;,"Microbial remediation approaches for explosive contaminated soil: Critical assessment of available technologies, Recent innovations and Future prospects",2020,Environmental Technology and Innovation,18,,100721,,,,31,10.1016/j.eti.2020.100721,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081214908&doi=10.1016%2fj.eti.2020.100721&partnerID=40&md5=cccf288475b028bceb3f5cac20e9b615,"Centre for Fire Explosives and Environment Safety (CFEES), DRDO, Delhi, India; Delhi Technological University, Delhi, India","Kalsi, A., Centre for Fire Explosives and Environment Safety (CFEES), DRDO, Delhi, India, Delhi Technological University, Delhi, India; Celin, S.M., Centre for Fire Explosives and Environment Safety (CFEES), DRDO, Delhi, India; Bhanot, P., Centre for Fire Explosives and Environment Safety (CFEES), DRDO, Delhi, India; Sahai, S., Centre for Fire Explosives and Environment Safety (CFEES), DRDO, Delhi, India; Sharma, J.G., Delhi Technological University, Delhi, India",Contaminated soil; Explosives; Life Cycle assessment; Microbial remediation,,"Celin, S.M.; Centre for Fire Explosives and Environment Safety (CFEES), India; email: marycelin@cfees.drdo.in",Review,Final,,Scopus,2-s2.0-85081214908,,INTERPOL 2023,Explosives,Explosives
"Cawkwell M.J., Manner V.W.",6602604553;6504272307;,Ranking the Drop-Weight Impact Sensitivity of Common Explosives Using Arrhenius Chemical Rates Computed from Quantum Molecular Dynamics Simulations,2020,Journal of Physical Chemistry A,124,1,,74,81,,31,10.1021/acs.jpca.9b10808,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077762223&doi=10.1021%2facs.jpca.9b10808&partnerID=40&md5=01344088d5ff88365f4ebcbf3bba27a2,"Los Alamos National Laboratory, Los Alamos, NM  87545, United States","Cawkwell, M.J., Los Alamos National Laboratory, Los Alamos, NM  87545, United States; Manner, V.W., Los Alamos National Laboratory, Los Alamos, NM  87545, United States",,Drops; Explosions; HMX; Reaction kinetics; Rope; Temperature; Cyclotetramethylene-tetranitramine (HMX); Cyclotrimethylene trinitramine; Density functional tight bindings; Pentaerythritol tetranitrate; Physical and chemical properties; Quantum molecular dynamics; Reactive molecular dynamics; Thermally activated process; Molecular dynamics,"Cawkwell, M.J.; Los Alamos National LaboratoryUnited States; email: cawkwell@lanl.gov",Article,Final,,Scopus,2-s2.0-85077762223,,INTERPOL 2023,Explosives,Explosives
"Chio W.-I.K., Peveler W.J., Assaf K.I., Moorthy S., Nau W.M., Parkin I.P., Olivo M., Lee T.-C.",57201698169;55659162000;57209503843;56459762000;7005107758;56217400400;7004016594;35119311000;,Selective Detection of Nitroexplosives Using Molecular Recognition within Self-Assembled Plasmonic Nanojunctions,2019,Journal of Physical Chemistry C,123,25,,15769,15776,,31,10.1021/acs.jpcc.9b02363,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065759896&doi=10.1021%2facs.jpcc.9b02363&partnerID=40&md5=8da2dbf5b7979d70a71407edab88ea5a,"Department of Chemistry, University College London (UCL), London, WC1H 0AJ, United Kingdom; Singapore Bioimaging Consortium (SBIC), Agency for Science Technology and Research (A STAR), Singapore, 138667, Singapore; School of Chemistry, Joseph Black Building, University of Glasgow, Glasgow, G12 8QQ, United Kingdom; Department of Life Sciences and Chemistry, Jacobs University Bremen, Campus Ring 1, Bremen, D-28759, Germany; Institute for Materials Discovery, University College London (UCL), London, WC1H 0AJ, United Kingdom","Chio, W.-I.K., Department of Chemistry, University College London (UCL), London, WC1H 0AJ, United Kingdom, Singapore Bioimaging Consortium (SBIC), Agency for Science Technology and Research (A STAR), Singapore, 138667, Singapore; Peveler, W.J., School of Chemistry, Joseph Black Building, University of Glasgow, Glasgow, G12 8QQ, United Kingdom; Assaf, K.I., Department of Life Sciences and Chemistry, Jacobs University Bremen, Campus Ring 1, Bremen, D-28759, Germany; Moorthy, S., Institute for Materials Discovery, University College London (UCL), London, WC1H 0AJ, United Kingdom; Nau, W.M., Department of Life Sciences and Chemistry, Jacobs University Bremen, Campus Ring 1, Bremen, D-28759, Germany; Parkin, I.P., Department of Chemistry, University College London (UCL), London, WC1H 0AJ, United Kingdom; Olivo, M., Singapore Bioimaging Consortium (SBIC), Agency for Science Technology and Research (A STAR), Singapore, 138667, Singapore; Lee, T.-C., Department of Chemistry, University College London (UCL), London, WC1H 0AJ, United Kingdom, Institute for Materials Discovery, University College London (UCL), London, WC1H 0AJ, United Kingdom",,Gold nanoparticles; Molecular recognition; Plasmonic nanoparticles; Plasmonics; Plasmons; Raman spectroscopy; Self assembly; Substrates; Computation techniques; Host-guest complexations; Macrocyclic molecules; Organic contaminant; Selective detection; Supramolecular complexation; Supramolecular ensembles; Surface enhanced Raman spectroscopy; Complexation,"Lee, T.-C.; Department of Chemistry, United Kingdom; email: tungchun.lee@ucl.ac.uk",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85065759896,,INTERPOL 2023,Explosives,Explosives
"Liu C., Zhang W., Zhao Y., Lin C., Zhou K., Li Y., Li G.",57209244509;57193510179;57208147303;24385498400;57200417252;55156211500;55506891200;,Urea-Functionalized Poly(ionic liquid) Photonic Spheres for Visual Identification of Explosives with a Smartphone,2019,ACS Applied Materials and Interfaces,11,23,,21078,21085,,31,10.1021/acsami.9b04568,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067064355&doi=10.1021%2facsami.9b04568&partnerID=40&md5=7db5d268f5a15514de1338c0cd721195,"Department of Chemistry, Tsinghua University, Beijing, 100084, China; Institute of Forensic Science, Ministry of Public Security, Beijing, 100038, China; Research Institute for Biomimetics and Soft Matter, Fujian Provincial Key Laboratory for Soft Functional Materials Research, College of Physical Science and Technology, Xiamen University, Xiamen, 361005, China","Liu, C., Department of Chemistry, Tsinghua University, Beijing, 100084, China; Zhang, W., Department of Chemistry, Tsinghua University, Beijing, 100084, China; Zhao, Y., Institute of Forensic Science, Ministry of Public Security, Beijing, 100038, China; Lin, C., Research Institute for Biomimetics and Soft Matter, Fujian Provincial Key Laboratory for Soft Functional Materials Research, College of Physical Science and Technology, Xiamen University, Xiamen, 361005, China; Zhou, K., Department of Chemistry, Tsinghua University, Beijing, 100084, China; Li, Y., Department of Chemistry, Tsinghua University, Beijing, 100084, China; Li, G., Department of Chemistry, Tsinghua University, Beijing, 100084, China",explosive detection; photonic crystal; poly(ionic liquid); sensor array; visual identification,Aromatic compounds; Color; Colorimetry; Explosives; Hydrogen bonds; Ionic liquids; Metabolism; Photonic crystals; Sensor arrays; Smartphones; Spheres; Urea; Colorimetric sensor arrays; Explosive Detection; Intermolecular interactions; Nitroaromatic explosives; Opal like photonic crystal; Poly(ionic liquid)s; Preparation conditions; Visual identification; Explosives detection,"Li, G.; Department of Chemistry, China; email: lgt@mail.tsinghua.edu.cn",Article,Final,,Scopus,2-s2.0-85067064355,,INTERPOL 2023,Explosives,Explosives
"Krivitsky V., Filanovsky B., Naddaka V., Patolsky F.",55359906500;6507052520;55793483800;7004136027;,Direct and Selective Electrochemical Vapor Trace Detection of Organic Peroxide Explosives via Surface Decoration,2019,Analytical Chemistry,91,8,,5323,5330,,31,10.1021/acs.analchem.9b00257,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064175538&doi=10.1021%2facs.analchem.9b00257&partnerID=40&md5=993709b1ad2b6a439c097b4a049f5993,"School of Chemistry, Raymond and Beverly Sackler Faculty of Exact Sciences, Iby and Aladar Fleischman Faculty of Engineering, Tel-Aviv University, Tel Aviv, 69978, Israel; Center for Nanoscience and Nanotechnology, Iby and Aladar Fleischman Faculty of Engineering, Tel-Aviv University, Tel Aviv, 69978, Israel; Department of Materials Science and Engineering, Iby and Aladar Fleischman Faculty of Engineering, Tel-Aviv University, Tel Aviv, 69978, Israel","Krivitsky, V., School of Chemistry, Raymond and Beverly Sackler Faculty of Exact Sciences, Iby and Aladar Fleischman Faculty of Engineering, Tel-Aviv University, Tel Aviv, 69978, Israel; Filanovsky, B., School of Chemistry, Raymond and Beverly Sackler Faculty of Exact Sciences, Iby and Aladar Fleischman Faculty of Engineering, Tel-Aviv University, Tel Aviv, 69978, Israel; Naddaka, V., School of Chemistry, Raymond and Beverly Sackler Faculty of Exact Sciences, Iby and Aladar Fleischman Faculty of Engineering, Tel-Aviv University, Tel Aviv, 69978, Israel; Patolsky, F., School of Chemistry, Raymond and Beverly Sackler Faculty of Exact Sciences, Iby and Aladar Fleischman Faculty of Engineering, Tel-Aviv University, Tel Aviv, 69978, Israel, Center for Nanoscience and Nanotechnology, Iby and Aladar Fleischman Faculty of Engineering, Tel-Aviv University, Tel Aviv, 69978, Israel, Department of Materials Science and Engineering, Iby and Aladar Fleischman Faculty of Engineering, Tel-Aviv University, Tel Aviv, 69978, Israel",,Air quality; Carbon; Electrodes; Explosives; Military applications; National security; Oxidation; Peroxides; Silver nanoparticles; Trace analysis; Analytical problems; Detection of explosives; Environmental Monitoring; Explosive Detection; Explosive materials; High-throughput analysis; Research and development; Vapor trace detections; Explosives detection,"Patolsky, F.; School of Chemistry, Israel; email: fernando@post.tau.ac.il",Article,Final,,Scopus,2-s2.0-85064175538,,INTERPOL 2023,Explosives,Explosives
"Li Y.-J., Zhang Y.-F., Zhang Y.-M., Wang Z.-H., Yang H.-L., Yao H., Wei T.-B., Lin Q.",57214140146;57210707378;7601324271;57212119345;57208908641;36103573700;7202664456;26025248200;,Tripodal naphthalimide assembled novel AIE supramolecular fluorescent sensor for rapid and selective detection of picric acid,2020,Dyes and Pigments,181,,108563,,,,30,10.1016/j.dyepig.2020.108563,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085733745&doi=10.1016%2fj.dyepig.2020.108563&partnerID=40&md5=1d95cece4bf019a0b6472b81325320cb,"Key Laboratory of Eco-functional Polymer Materials of the Ministry of Education, Key Laboratory of Eco-environmental Polymer Materials of Gansu Province, College of Chemistry and Chemical Engineering, Northwest Normal University, Lanzhou, Gansu  730070, China","Li, Y.-J., Key Laboratory of Eco-functional Polymer Materials of the Ministry of Education, Key Laboratory of Eco-environmental Polymer Materials of Gansu Province, College of Chemistry and Chemical Engineering, Northwest Normal University, Lanzhou, Gansu  730070, China; Zhang, Y.-F., Key Laboratory of Eco-functional Polymer Materials of the Ministry of Education, Key Laboratory of Eco-environmental Polymer Materials of Gansu Province, College of Chemistry and Chemical Engineering, Northwest Normal University, Lanzhou, Gansu  730070, China; Zhang, Y.-M., Key Laboratory of Eco-functional Polymer Materials of the Ministry of Education, Key Laboratory of Eco-environmental Polymer Materials of Gansu Province, College of Chemistry and Chemical Engineering, Northwest Normal University, Lanzhou, Gansu  730070, China; Wang, Z.-H., Key Laboratory of Eco-functional Polymer Materials of the Ministry of Education, Key Laboratory of Eco-environmental Polymer Materials of Gansu Province, College of Chemistry and Chemical Engineering, Northwest Normal University, Lanzhou, Gansu  730070, China; Yang, H.-L., Key Laboratory of Eco-functional Polymer Materials of the Ministry of Education, Key Laboratory of Eco-environmental Polymer Materials of Gansu Province, College of Chemistry and Chemical Engineering, Northwest Normal University, Lanzhou, Gansu  730070, China; Yao, H., Key Laboratory of Eco-functional Polymer Materials of the Ministry of Education, Key Laboratory of Eco-environmental Polymer Materials of Gansu Province, College of Chemistry and Chemical Engineering, Northwest Normal University, Lanzhou, Gansu  730070, China; Wei, T.-B., Key Laboratory of Eco-functional Polymer Materials of the Ministry of Education, Key Laboratory of Eco-environmental Polymer Materials of Gansu Province, College of Chemistry and Chemical Engineering, Northwest Normal University, Lanzhou, Gansu  730070, China; Lin, Q., Key Laboratory of Eco-functional Polymer Materials of the Ministry of Education, Key Laboratory of Eco-environmental Polymer Materials of Gansu Province, College of Chemistry and Chemical Engineering, Northwest Normal University, Lanzhou, Gansu  730070, China",Aggregation induced emission (AIE); Explosive; Picric acid (PA); Supramolecular fluorescent sensor; Tripodal naphthalimide,Explosives; Fluorescence; Irradiation; Supramolecular chemistry; Terrorism; Aggregation-induced emissions; Competitive binding; Detection of explosives; Fluorescent response; Fluorescent sensors; Methods and materials; Naphthalimide derivative; Supramolecular systems; Explosives detection; Acids; Detection; Explosives; Fluorescence; Light; Powder; Radiation Effects; Test Methods,"Lin, Q.; Key Laboratory of Eco-functional Polymer Materials of the Ministry of Education, China; email: linqi2004@126.com",Article,Final,,Scopus,2-s2.0-85085733745,,INTERPOL 2023,Explosives,Explosives
"Zhao J., Jin B., Peng R.",56941036400;57723575500;7102381552;,New Core-Shell Hybrid Material IR-MOF3@COF-LZU1 for Highly Efficient Visible-Light Photocatalyst Degrading Nitroaromatic Explosives,2020,Langmuir,36,20,,5665,5670,,30,10.1021/acs.langmuir.9b03786,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085533292&doi=10.1021%2facs.langmuir.9b03786&partnerID=40&md5=1e50da1593b6ddaf6c778c990f3aed06,"State Key Laboratory of Environment-friendly Energy Materials, Southwest University of Science and Technology, Mianyang, 621010, China; Sichuan College of Architecture and Technology, Deyang, 618000, China","Zhao, J., State Key Laboratory of Environment-friendly Energy Materials, Southwest University of Science and Technology, Mianyang, 621010, China, Sichuan College of Architecture and Technology, Deyang, 618000, China; Jin, B., State Key Laboratory of Environment-friendly Energy Materials, Southwest University of Science and Technology, Mianyang, 621010, China; Peng, R., State Key Laboratory of Environment-friendly Energy Materials, Southwest University of Science and Technology, Mianyang, 621010, China",,Aromatic compounds; Crystallinity; Explosives; Hybrid materials; Light; Shells (structures); Core shell structure; Ecological environments; High crystallinity; Nitroaromatic explosives; Photo catalytic degradation; Pseudo first-order kinetics; Visible light driven photocatalysts; Visible-light photocatalysts; Photocatalytic activity,"Jin, B.; State Key Laboratory of Environment-friendly Energy Materials, China; email: jinbo0428@163.com",Article,Final,,Scopus,2-s2.0-85085533292,,INTERPOL 2023,Explosives,Explosives
"Lata K., Kushwaha A., Ramanathan G.",57195424234;57147205200;55917286800;,"Bacterial enzymatic degradation and remediation of 2,4,6-trinitrotoluene",2020,Microbial and Natural Macromolecules: Synthesis and Applications,,,,623,659,,30,10.1016/B978-0-12-820084-1.00024-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101875460&doi=10.1016%2fB978-0-12-820084-1.00024-7&partnerID=40&md5=b11d9ba7baddf69e7152c73020dce800,"Department of Chemistry, Indian Institute of Technology Kanpur, Kanpur, India","Lata, K., Department of Chemistry, Indian Institute of Technology Kanpur, Kanpur, India; Kushwaha, A., Department of Chemistry, Indian Institute of Technology Kanpur, Kanpur, India; Ramanathan, G., Department of Chemistry, Indian Institute of Technology Kanpur, Kanpur, India","2,4,6-trinitrotoluene (TNT); Bacterial enzymes; Bioremediation; Biotransformation; Explosives; Nitroaromatic compounds; Toxicity",,,Book Chapter,Final,,Scopus,2-s2.0-85101875460,,INTERPOL 2023,Explosives,Explosives
"Wang T., Zhou J., Zhang Q., Zhang L., Zhu S., Li Y.",57211561892;57214455604;55992885100;55976310400;16320133400;56549059600;,"Novel 3D cesium(i)-based EMOFs of nitrogen-rich triazole derivatives as ""green"" orange-light pyrotechnics",2020,New Journal of Chemistry,44,4,,1278,1284,,30,10.1039/c9nj03577j,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078807988&doi=10.1039%2fc9nj03577j&partnerID=40&md5=e11528b8a4104fc60101f4fbee3357b1,"School of Chemical Engineering, Nanjing University of Science and Technology, 200 Xiaolingwei Street, Xuanwu Nanjing, 210094, China; Institute of Chemical Materials, China Academy of Engineering Physics, Sichuan Mianyang, 621900, China","Wang, T., School of Chemical Engineering, Nanjing University of Science and Technology, 200 Xiaolingwei Street, Xuanwu Nanjing, 210094, China, Institute of Chemical Materials, China Academy of Engineering Physics, Sichuan Mianyang, 621900, China; Zhou, J., Institute of Chemical Materials, China Academy of Engineering Physics, Sichuan Mianyang, 621900, China; Zhang, Q., Institute of Chemical Materials, China Academy of Engineering Physics, Sichuan Mianyang, 621900, China; Zhang, L., School of Chemical Engineering, Nanjing University of Science and Technology, 200 Xiaolingwei Street, Xuanwu Nanjing, 210094, China; Zhu, S., School of Chemical Engineering, Nanjing University of Science and Technology, 200 Xiaolingwei Street, Xuanwu Nanjing, 210094, China; Li, Y., School of Chemical Engineering, Nanjing University of Science and Technology, 200 Xiaolingwei Street, Xuanwu Nanjing, 210094, China",,Cesium compounds; Chemical stability; Chlorine; Citrus fruits; Crystal structure; Metal-Organic Frameworks; Organic polymers; Salts; Single crystals; Cesium salts; Energy; High nitrogen content; Metalorganic frameworks (MOFs); Nitramines; Non-hygroscopic; Property; Pyrotechnic compositions; Synthesised; Triazole derivatives; Ligands; cesium ion; metal organic framework; nitrogen; triazole derivative; Article; chemical bond; color; combustion; crystal; crystal structure; decomposition; green chemistry; high temperature; luminance; luminescence; moisture; priority journal; thermostability; X ray powder diffraction,"Zhang, Q.; Institute of Chemical Materials, China; email: zhusg@mail.njust.edu.cn",Article,Final,,Scopus,2-s2.0-85078807988,,INTERPOL 2023,Explosives,Explosives
"Wei-Hao Li M., Ghosh A., Venkatasubramanian A., Sharma R., Huang X., Fan X.",57224631101;57198664721;55328156300;57209506549;57215604142;57216997490;,High-Sensitivity Micro-Gas Chromatograph-Photoionization Detector for Trace Vapor Detection,2021,ACS Sensors,6,6,,2348,2355,,29,10.1021/acssensors.1c00482,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108120616&doi=10.1021%2facssensors.1c00482&partnerID=40&md5=7e510320d4cfb2f4e1902a519ffc7da5,"Department of Biomedical Engineering, University of Michigan, Ann Arbor, MI  48109, United States; Center for Wireless Integrated MicroSensing and Systems (WIMS2), University of Michigan, Ann Arbor, MI  48109, United States; Department of Electrical Engineering and Computer Science, University of Michigan, Ann Arbor, MI  48109, United States","Wei-Hao Li, M., Department of Biomedical Engineering, University of Michigan, Ann Arbor, MI  48109, United States, Center for Wireless Integrated MicroSensing and Systems (WIMS2), University of Michigan, Ann Arbor, MI  48109, United States, Department of Electrical Engineering and Computer Science, University of Michigan, Ann Arbor, MI  48109, United States; Ghosh, A., Department of Biomedical Engineering, University of Michigan, Ann Arbor, MI  48109, United States, Center for Wireless Integrated MicroSensing and Systems (WIMS2), University of Michigan, Ann Arbor, MI  48109, United States; Venkatasubramanian, A., Department of Biomedical Engineering, University of Michigan, Ann Arbor, MI  48109, United States, Center for Wireless Integrated MicroSensing and Systems (WIMS2), University of Michigan, Ann Arbor, MI  48109, United States; Sharma, R., Department of Biomedical Engineering, University of Michigan, Ann Arbor, MI  48109, United States, Center for Wireless Integrated MicroSensing and Systems (WIMS2), University of Michigan, Ann Arbor, MI  48109, United States; Huang, X., Department of Biomedical Engineering, University of Michigan, Ann Arbor, MI  48109, United States, Center for Wireless Integrated MicroSensing and Systems (WIMS2), University of Michigan, Ann Arbor, MI  48109, United States; Fan, X., Department of Biomedical Engineering, University of Michigan, Ann Arbor, MI  48109, United States, Center for Wireless Integrated MicroSensing and Systems (WIMS2), University of Michigan, Ann Arbor, MI  48109, United States",high sensitivity; low detection limit; photoionization detector; portable gas chromatography; trace vapor analysis; volatile organic compounds,"Air quality; Chromatographic analysis; Explosives detection; Gas chromatography; Indoor air pollution; Ionization of gases; Photoionization; Plasma stability; Trace analysis; Detection of explosives; Detection performance; Flame ionization detectors; Linear dynamic ranges; Micro-gas chromatography; Orders of magnitude; Photoionization detectors; Vapor concentrations; Quality control; gas; gas chromatography; Chromatography, Gas; Gases","Fan, X.; Department of Biomedical Engineering, United States; email: xsfan@umich.edu",Article,Final,,Scopus,2-s2.0-85108120616,,INTERPOL 2023,Explosives,Explosives
"Saha D., Mehta D., Altan E., Chandak R., Traner M., Lo R., Gupta P., Singamaneni S., Chakrabartty S., Raman B.",36560295100;57196344710;57208065316;57196327378;57218545687;57194381008;57211254305;6505829971;15080579100;57203080998;,Explosive sensing with insect-based biorobots,2020,Biosensors and Bioelectronics: X,6,,100050,,,,29,10.1016/j.biosx.2020.100050,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089471480&doi=10.1016%2fj.biosx.2020.100050&partnerID=40&md5=e540f14df775b743fe3388b44b7a5bc5,"Department of Biomedical Engineering, Washington University in St. Louis, United States; Department of Electrical and Systems Engineering, Washington University in St. Louis, United States; Department of Mechanical Engineering and Material Science, Washington University in St. Louis, United States","Saha, D., Department of Biomedical Engineering, Washington University in St. Louis, United States; Mehta, D., Department of Biomedical Engineering, Washington University in St. Louis, United States; Altan, E., Department of Biomedical Engineering, Washington University in St. Louis, United States; Chandak, R., Department of Biomedical Engineering, Washington University in St. Louis, United States; Traner, M., Department of Biomedical Engineering, Washington University in St. Louis, United States; Lo, R., Department of Biomedical Engineering, Washington University in St. Louis, United States; Gupta, P., Department of Mechanical Engineering and Material Science, Washington University in St. Louis, United States; Singamaneni, S., Department of Mechanical Engineering and Material Science, Washington University in St. Louis, United States; Chakrabartty, S., Department of Biomedical Engineering, Washington University in St. Louis, United States, Department of Electrical and Systems Engineering, Washington University in St. Louis, United States; Raman, B., Department of Biomedical Engineering, Washington University in St. Louis, United States, Department of Electrical and Systems Engineering, Washington University in St. Louis, United States",Chemical sensing; Explosives detection; Insect-based machine olfaction; Neural engineering; Neural signals; Pattern recognition,Electrochemical sensors; Electronic nose; Chemical recognition; Chemical sensing; Computational framework; Engineered devices; Explosive chemicals; Explosive vapors; Limited capacity; Olfactory systems; Explosives; Acrididae; antenna (organ); Article; controlled study; insect based biorobot; minimally invasive surgery; molecular recognition; nerve cell; nonhuman; olfactory receptor; olfactory system; Schistocerca americana; surgical approach; vapor,"Raman, B.; Department of Biomedical Engineering, United States; email: barani@wustl.edu",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85089471480,,INTERPOL 2023,Explosives,Explosives
"Cao Z., Chen L., Li S., Yu M., Li Z., Zhou K., Liu C., Jiang F., Hong M.",57190278444;7409441315;57201913389;56591029400;57209582521;55501701700;8327007200;7202976867;7402688147;,A Flexible Two-Fold Interpenetrated Indium MOF Exhibiting Dynamic Response to Gas Adsorption and High-Sensitivity Detection of Nitroaromatic Explosives,2019,Chemistry - An Asian Journal,14,20,,3597,3602,,29,10.1002/asia.201900458,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068501264&doi=10.1002%2fasia.201900458&partnerID=40&md5=4e3fc09d3ca65736f979b666b9c80114,"State Key Laboratory of Structure Chemistry, Fujian Institute of Research on the Structure of Matter, Chinese Academy of Sciences Fuzhou, Fuzhou, Fujian  350002, China; School of Chemistry and Chemical Engineering, University of Chinese Academy of Sciences, Beijing, 100049, China; Organic Optoelectronics Engineering Research Center of Fujian's Universities, College of Electronics and Information Science, Fujian Jiangxia University, Fuzhou, Fujian  350002, China; School of Physical Science and Technology, ShanghaiTech University, Shanghai, 201210, China","Cao, Z., State Key Laboratory of Structure Chemistry, Fujian Institute of Research on the Structure of Matter, Chinese Academy of Sciences Fuzhou, Fuzhou, Fujian  350002, China, School of Chemistry and Chemical Engineering, University of Chinese Academy of Sciences, Beijing, 100049, China; Chen, L., State Key Laboratory of Structure Chemistry, Fujian Institute of Research on the Structure of Matter, Chinese Academy of Sciences Fuzhou, Fuzhou, Fujian  350002, China; Li, S., State Key Laboratory of Structure Chemistry, Fujian Institute of Research on the Structure of Matter, Chinese Academy of Sciences Fuzhou, Fuzhou, Fujian  350002, China, School of Physical Science and Technology, ShanghaiTech University, Shanghai, 201210, China; Yu, M., Organic Optoelectronics Engineering Research Center of Fujian's Universities, College of Electronics and Information Science, Fujian Jiangxia University, Fuzhou, Fujian  350002, China; Li, Z., State Key Laboratory of Structure Chemistry, Fujian Institute of Research on the Structure of Matter, Chinese Academy of Sciences Fuzhou, Fuzhou, Fujian  350002, China, School of Chemistry and Chemical Engineering, University of Chinese Academy of Sciences, Beijing, 100049, China; Zhou, K., State Key Laboratory of Structure Chemistry, Fujian Institute of Research on the Structure of Matter, Chinese Academy of Sciences Fuzhou, Fuzhou, Fujian  350002, China; Liu, C., State Key Laboratory of Structure Chemistry, Fujian Institute of Research on the Structure of Matter, Chinese Academy of Sciences Fuzhou, Fuzhou, Fujian  350002, China; Jiang, F., State Key Laboratory of Structure Chemistry, Fujian Institute of Research on the Structure of Matter, Chinese Academy of Sciences Fuzhou, Fuzhou, Fujian  350002, China; Hong, M., State Key Laboratory of Structure Chemistry, Fujian Institute of Research on the Structure of Matter, Chinese Academy of Sciences Fuzhou, Fuzhou, Fujian  350002, China",dynamic response; interpenetration; metal-organic framework; nitroaromatic explosives detector,Aromatic compounds; Crystalline materials; Dynamic response; Explosives; Explosives detection; Gas adsorption; Indium; Organometallics; Gas adsorption and separations; High-efficiency; High-sensitivity detection; Indium metal organic frameworks; interpenetration; Metal organic framework; Microsized channels; Nitroaromatic explosives; Nitrogen compounds,"Chen, L.; State Key Laboratory of Structure Chemistry, China; email: cl@fjirsm.ac.cn",Article,Final,,Scopus,2-s2.0-85068501264,,INTERPOL 2023,Explosives,Explosives
"Freudenmann D., Ciezki H.K.",36682190100;6507484983;,ADN and HAN-Based Monopropellants – A Minireview on Compatibility and Chemical Stability in Aqueous Media,2019,"Propellants, Explosives, Pyrotechnics",44,9,,1084,1089,,29,10.1002/prep.201900127,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070316958&doi=10.1002%2fprep.201900127&partnerID=40&md5=e0f9b91ddbb96c8d9bc58c516ac0193b,"Institute of Space Propulsion, DLR – German Aerospace Center Lampoldshausen, Im Langen Grund, Hardthausen, 74239, Germany","Freudenmann, D., Institute of Space Propulsion, DLR – German Aerospace Center Lampoldshausen, Im Langen Grund, Hardthausen, 74239, Germany; Ciezki, H.K., Institute of Space Propulsion, DLR – German Aerospace Center Lampoldshausen, Im Langen Grund, Hardthausen, 74239, Germany",Ammonium dinitramide; aqueous monopropellants; Energetic ionic liquids; Hydroxylammonium nitrate; metal compatibility; space technology,Ionic liquids; Monopropellants; Nitrogen compounds; Open access; Propulsion; Ammonium dinitramide; Energetic formulations; Energetic ionic liquids; Hydroxylammonium nitrate; Physical chemical property; Propulsion technology; Space technologies; State of the art; Chemical stability,"Freudenmann, D.; Institute of Space Propulsion, Germany; email: dominic.freudenmann@dlr.de",Review,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85070316958,,INTERPOL 2023,Explosives,Explosives
